fueltype,bodytype,price,accel,range,mpge,refueltime_mins,cpmile,bev_energy,annmain,tax_credit,rebate,total_sales
cng,car,52.0660568212509,9.2,407,36.9486583280309,5,3.95206982206078,0,437,0,0,252.811971121099
cng,suv,33.2018206125358,8.7,410,34.3001090354075,5,4.2,0,437,0,0,528.366142595073
conv,car,18.979,7.6,629,33.8610590740148,5,12.1060528040198,0,437,0,0,94273.3745259183
conv,minvan,30.123,7.4,526,24.8249292610478,5,16.51568628884,0,437,0,0,6406.17379867513
conv,suv,33.495,7.5,542,26.1036116930876,5,15.7066437454858,0,437,0,0,68526.4034000958
conv,truck,32.6342793771962,7.33053252378179,555,21.9428816155438,5,18.6849167870495,0,437,0,0,10248.3514508318
conv,van,23.125,8.5,504,31.4517523437722,5,13.035870125608,0,437,0,0,1690.61207671789
ev,car,26.933406963406,4.2,334.368490715199,155.361,571,3.1,73.1,196.65,7500,0,196426.894795587
ev,minvan,34.2987497738603,5.8,276,85.32,923,5.7,118.1,196.65,7500,0,2864.75947293078
ev,suv,37.318,4.1,379,128.948074456794,796,3.8,101.9,196.65,7500,0,221433.929194194
ev,truck,34.759884966619,5.7602234465065,263,73.921,937,6.6,119.9,196.65,7500,0,2924.39974481742
ev,van,30.3678171634848,5.9,309,97.503,834,5,106.8,196.65,7500,0,581.443970416784
fuelcell,car,21.4768481030814,7.8,442,73.3502313576202,5,5.5,1.8,196.65,0,6,3828.13708542575
fuelcell,minvan,33.8440455625249,10.1207939990951,459.369671095025,63.2508663936561,5,6.31164513901386,1.9,196.65,0,6,1122.68165335949
fuelcell,suv,29.8635052199212,8.38628298223304,471.472941359806,64.61442975148,5,6.2,1.8,196.65,0,6,7537.25052145202
fuelcell,truck,42.4957327783889,8.1,473,43.5247858764448,5,9.2,1.8,196.65,0,6,300.692433875455
hybrid,car,28.5161819299176,8.64970745452269,784.081449576644,54.7465705256965,5,7.49407484480348,1.4,437,0,1.5,6227.23143568903
hybrid,suv,44.2504677774169,7.96250405326453,757.511924921353,47.0655017105037,5,8.71127588980473,1.7,437,0,1.5,3127.53613366135
hybrid,truck,28.4106143376216,10.4,667,54.4535048157182,5,7.52937758618946,1.3,437,0,1.5,199.626503507208
phev,car,27.4075111113644,7,658.307449727407,43.5356734528106,429.540300733407,4.9811240725694,23.6132449223138,275.31,7500,7.5,1212.08322874997
phev,minvan,31.4036537071316,8.4,799,43.588455981171,315,5.89813498149788,17.3,275.31,7500,7.5,1649.94239125494
phev,suv,26.7277647488465,6.3,757.297310486784,39.9651543654502,392.927174520779,5.4,21.6041171973686,275.31,7500,7.5,30043.5652299478
phev,truck,30.9808332559276,7.6,829,39.8039433348636,315,6.7,17.3,275.31,7500,7.5,549.141048373984
