fueltype,bodytype,price,accel,range,mpge,refueltime_mins,cpmile,bev_energy,annmain,tax_credit,rebate,total_sales
cng,car,66.1700636000513,8.44594980101639,374.933111899164,30.620697014181,5,4.87376663418869,0,437,0,0,232.456042204123
cng,suv,34.3431395780207,8.7,410,33.4072657237806,5,4.5,0,437,0,0,632.596689430823
conv,car,18.979,7.6,611.63553159244,32.19,5,12.7368748058403,0,437,0,0,128132.852611176
conv,minvan,30.123,7.4,526,23.6549171648543,5,17.3328182589897,0,437,0,0,8216.13608931462
conv,suv,32.188,7.5,531,25.1265512369301,5,16.3174078572375,0,437,0,0,101876.396803541
conv,truck,32.225,7.27526077092994,555,20.9563537034337,5,19.5644999915561,0,437,0,0,15415.4876135346
conv,van,23.2192592769123,8.73363916942831,504,29.8893332679429,5,13.7173066271978,0,437,0,0,2587.57618062024
ev,car,28.4565062227445,4.2,340,154.902130370246,578.479721176302,3.2,74.0479721176302,196.65,7500,0,130494.494556956
ev,minvan,36.0169679985381,5.8,276,85.32,923,5.7,118.1,196.65,7500,0,4088.31626714521
ev,suv,38.936,4.4,338,128.61,821,3.8,105.1,196.65,7500,0,180423.006284773
ev,truck,36.6940991039301,5.79986574886259,266.170134033108,74.8118076633035,937,6.56477628852102,119.9,196.65,7500,0,2924.15924293258
fuelcell,car,23.4638927686561,8.4,441.023092950827,72.558597733868,5,6.53150870092183,1.8,196.65,0,6,5190.88743568457
fuelcell,minvan,35.9078605726464,10.2,459,61.5112103177406,5,7.81878042880877,1.9,196.65,0,6,1450.24776430803
fuelcell,suv,32.0284613419368,8.4,472,62.8375895669485,5,7.6,1.8,196.65,0,6,9747.51271696342
fuelcell,truck,46.0731184135103,8.1,473,42.3147179908035,5,11.2599037672434,1.8,196.65,0,6,330.481431124878
hybrid,car,29.874326022886,8.5,794.356978653827,54.0797366922634,5,7.58140400107985,1.4,437,0,1.5,8454.93027781396
hybrid,suv,43.3549484550027,8,747,45.3266811153018,5,9.04544507422487,1.7,437,0,1.5,4838.71582489932
hybrid,truck,28.5934959565508,10.4,667,52.2769609232956,5,7.84302696359147,1.3,437,0,1.5,257.34327657893
phev,car,27.5612457837491,7.35738055324843,785.573291481402,49.2823045097852,315,4.8,17.3,275.31,7500,7.5,2378.47958968712
phev,minvan,31.9866284210106,8.4,799,41.8616749346211,315,5.87867264911969,17.3,275.31,7500,7.5,2646.0790316818
phev,suv,27.451,6.4,756.979805249326,38.251490592419,390.99700476484,5.4,21.4975089841045,275.31,7500,7.5,48625.7342823167
phev,truck,31.5718440671156,7.6,829,38.095779664422,315,6.7,17.3,275.31,7500,7.5,883.260821618054
