model_year,bodytype,fueltype,new_price,accel,range,mpge,refueltime_mins,cpmile,bev_energy
2039,car,hybrid,33.352,9.2,725,51.92,5,7.89676425269646,1.4
2039,suv,hybrid,37.815,8.9,737,48.15,5,8.51505711318795,1.6
2039,truck,hybrid,28.441,10.4,667,54.2,5,7.56457564575646,1.3
2039,car,phev,41.136,6.5,596,38.95,487,5.4,26.8
2039,suv,phev,27.421,5.9,763,38.35,487,5.6,26.8
2039,truck,phev,31.077,7.6,829,39.6,315,6.7,17.3
2040,car,conv,24.76,8.1,606,35.46,5,11.5623237450649,0
2040,suv,conv,33.825,7.2,511,25.68,5,15.9657320872274,0
2040,truck,conv,35.034,7.1,546,22.07,5,18.5772541912098,0
2040,van,conv,22.95,10.3,480,31.97,5,12.8245229903034,0
2040,car,ev,27.213,4.2,347,154.477,591,3.2,75.7
2040,suv,ev,37.17,4.4,374,128.61,766,3.8,98
2040,truck,ev,34.787,5.3,272,76.45,937,6.4,119.9
2040,van,ev,30.429,5.9,309,97.503,834,5,106.8
2040,car,hybrid,33.325,9.2,725,52.08,5,7.87250384024578,1.4
2040,suv,hybrid,43.127,7.6,953,47.41,5,8.64796456443788,1.4
2040,truck,hybrid,28.417,10.4,667,54.37,5,7.54092330329226,1.3
2040,car,phev,27.707,6.4,586,38.13,487,5.4,26.8
2040,suv,phev,27.326,5.9,763,38.48,487,5.6,26.8
2040,truck,phev,31.001,7.6,829,39.74,315,6.7,17.3
2041,car,conv,24.76,8.1,606,35.59,5,11.5200899128969,0
2041,suv,conv,34.97,7,572,25.2,5,16.2698412698413,0
2041,truck,conv,35.034,7.1,546,22.14,5,18.5185185185185,0
2041,van,conv,22.95,10.3,480,32.08,5,12.7805486284289,0
2041,car,ev,27.119,4.2,347,154.477,591,3.2,75.7
2041,suv,ev,37.054,4.4,374,128.61,766,3.8,98
2041,truck,ev,38.084,5.8,252,70.829,937,6.9,119.9
2041,van,ev,30.305,5.9,309,97.503,834,5,106.8
2041,car,hybrid,33.31,9.2,725,52.25,5,7.84688995215311,1.4
2041,suv,hybrid,43.11,7.6,953,47.56,5,8.62068965517241,1.4
2041,truck,hybrid,28.404,10.4,667,54.54,5,7.51741840850752,1.3
2041,car,phev,27.656,6.4,586,38.24,487,5.4,26.8
2041,suv,phev,27.275,5.9,763,38.6,487,5.6,26.8
2041,truck,phev,30.96,7.6,829,39.87,315,6.7,17.3
2042,car,conv,24.76,8.1,606,35.71,5,11.4813777653318,0
2042,suv,conv,34.97,7,572,25.29,5,16.2119414788454,0
2042,truck,conv,35.034,7.1,546,22.22,5,18.4518451845185,0
2042,van,conv,22.95,10.3,480,32.19,5,12.7368748058403,0
2042,car,ev,27.024,4.2,347,154.477,591,3.2,75.7
2042,suv,ev,36.938,4.4,374,128.61,766,3.8,98
2042,truck,ev,34.514,5.3,272,76.45,937,6.4,119.9
2042,van,ev,30.181,5.9,309,97.503,834,5,106.8
2042,car,hybrid,33.295,9.2,725,52.41,5,7.82293455447434,1.4
2042,suv,hybrid,43.093,7.6,953,47.71,5,8.593586250262,1.4
2042,truck,hybrid,28.39,10.4,667,54.71,5,7.49405958691281,1.3
2042,car,phev,27.605,6.4,586,38.36,487,5.4,26.8
2042,suv,phev,27.225,5.9,763,38.72,487,5.6,26.8
2042,truck,phev,30.919,7.6,829,40,315,6.7,17.3
2043,car,conv,24.76,8.1,606,35.84,5,11.4397321428571,0
2043,suv,conv,34.97,7,572,25.38,5,16.1544523246651,0
2043,truck,conv,35.034,7.1,546,22.3,5,18.3856502242152,0
2043,van,conv,22.95,10.3,480,32.31,5,12.6895697926339,0
2043,car,ev,27.002,4.2,350,154.385,597,3.2,76.4
2043,suv,ev,36.823,4.4,374,128.61,766,3.8,98
2043,truck,ev,37.812,5.8,252,70.829,937,6.9,119.9
2043,van,ev,30.056,5.9,309,97.503,834,5,106.8
2043,car,hybrid,33.28,9.2,725,52.57,5,7.79912497622218,1.4
2043,suv,hybrid,37.742,8.9,737,48.76,5,8.40853158326497,1.6
2043,truck,hybrid,28.376,10.4,667,54.88,5,7.47084548104956,1.3
2043,car,phev,27.554,6.4,586,38.47,487,5.4,26.8
2043,suv,phev,27.174,5.9,763,38.84,487,5.6,26.8
2043,truck,phev,30.879,7.6,829,40.13,315,6.7,17.3
2044,car,conv,24.76,8.1,606,35.96,5,11.4015572858732,0
2044,suv,conv,34.97,7,572,25.47,5,16.0973694542599,0
2044,truck,conv,35.034,7.1,546,22.38,5,18.3199285075961,0
2044,van,conv,22.95,10.3,480,32.42,5,12.6465144972239,0
2044,car,ev,26.907,4.2,350,154.385,597,3.1,76.4
2044,suv,ev,36.707,4.4,374,128.61,766,3.8,98
2044,truck,ev,34.241,5.3,272,76.45,937,6.3,119.9
2044,van,ev,29.932,5.9,309,97.503,834,5,106.8
2044,car,hybrid,31.444,8.8,805,47.62,5,8.60982780344393,0.5
2044,suv,hybrid,37.727,8.9,737,48.91,5,8.38274381517072,1.6
2044,truck,hybrid,28.363,10.4,667,55.05,5,7.44777475022707,1.3
2044,car,phev,27.503,6.4,586,38.59,487,5.3,26.8
2044,suv,phev,27.123,5.9,763,38.96,487,5.6,26.8
2044,truck,phev,30.838,7.6,829,40.26,315,6.7,17.3
2045,car,conv,23.29,7.9,610,32.43,5,12.6426148627814,0
2045,suv,conv,34.97,7,572,25.56,5,16.0406885758998,0
2045,truck,conv,35.034,7.1,546,22.46,5,18.2546749777382,0
2045,van,conv,22.95,10.3,480,32.53,5,12.6037503842607,0
2045,car,ev,26.812,4.2,350,154.385,597,3.1,76.4
2045,suv,ev,36.591,4.2,377,129.642,766,3.7,98
2045,truck,ev,34.105,5.3,272,76.45,937,6.3,119.9
2045,van,ev,29.808,5.9,309,97.503,834,5,106.8
2045,car,hybrid,31.434,8.8,805,47.77,5,8.58279254762403,0.5
2045,suv,hybrid,37.711,8.9,737,49.06,5,8.35711373827966,1.6
2045,truck,hybrid,28.349,10.4,667,55.22,5,7.4248460702644,1.3
2045,car,phev,40.787,6.5,596,39.67,487,5.4,26.8
2045,suv,phev,27.072,5.9,763,39.08,487,5.6,26.8
2045,truck,phev,30.797,7.6,829,40.39,315,6.7,17.3
2046,car,conv,24.76,8.1,606,36.22,5,11.31971286582,0
2046,suv,conv,34.97,7,572,25.65,5,15.9844054580897,0
2046,truck,conv,35.034,7.1,546,22.53,5,18.1979582778518,0
2046,van,conv,22.95,10.3,480,32.65,5,12.5574272588055,0
2046,car,ev,26.717,4.2,350,154.385,597,3.1,76.4
2046,suv,ev,36.475,4.2,377,129.642,766,3.7,98
2046,truck,ev,33.969,5.3,272,76.45,937,6.3,119.9
2046,van,ev,29.684,5.9,309,97.503,834,5,106.8
2046,car,hybrid,31.425,8.8,805,47.91,5,8.55771237737424,0.5
