fueltype,bodytype,price,accel,range,mpge,refueltime_mins,cpmile,bev_energy,annmain,tax_credit,rebate,total_sales
cng,car,52.0359542643384,9.2,407,37.2004521935747,5,3.84253045955992,0,437,0,0,226.704351722848
cng,suv,33.6021527627024,8.7,409.535740397991,34.5333900696246,5,4.1,0,437,0,0,592.184769913655
conv,car,18.9733450539999,7.6,629.893924471099,34.1073886472904,5,12.0208559805313,0,437,0,0,86712.9421876605
conv,minvan,30.123,7.4,526,24.9948180893029,5,16.4034292186614,0,437,0,0,5975.20067447802
conv,suv,33.577,7.5,542,26.1926717367494,5,15.6532628606842,0,437,0,0,60411.3567225238
conv,truck,33.8672272780961,7.25330161205823,555,22,5,18.6363636363636,0,437,0,0,8421.38300308206
conv,van,23.125,8.5,504,31.6716048718228,5,12.9453796349249,0,437,0,0,1576.72967111783
ev,car,26.7580977225101,4.2,336.50086733055,155.361,573.648337146644,3.1,73.4531116195525,196.65,7500,0,209086.5310394
ev,minvan,34.0761473079179,5.8,276,85.32,923,5.7,118.1,196.65,7500,0,2717.81951617989
ev,suv,37.069350301459,4,379,128.9,803.388589089393,3.8,102.840365884105,196.65,7500,0,233996.714103787
ev,truck,34.4913784133675,5.8,263,73.921,937,6.6,119.9,196.65,7500,0,3263.20060207854
ev,van,30.1195511211394,5.9,309,97.503,834,5,106.8,196.65,7500,0,549.794755406389
fuelcell,car,21.1356713230892,7.8,442,73.6322831027685,5,5.4,1.8,196.65,0,6,3625.99326355037
fuelcell,minvan,33.5241043460307,10.11643387866,459.328677573201,63.4792549924341,5,6.31027117416253,1.9,196.65,0,6,1068.69281226556
fuelcell,suv,29.4969022883116,8.31736231611896,470.781468679823,64.7820666037834,5,6.2,1.8,196.65,0,6,7388.87745535854
fuelcell,truck,41.8800854830344,8.1,473,43.6897180563547,5,9.15035242955661,1.8,196.65,0,6,293.626150349606
hybrid,car,29.225761791938,8.5766873676206,787,54.3495754318854,5,7.54865141203618,1.4,437,0,1.5,5625.99560634059
hybrid,suv,43.2713446464955,7.90571450872088,747,47.6674448782766,5,8.60130472026877,1.76590576561007,437,0,1.5,3135.93865768353
hybrid,truck,28.3831485960937,10.4,667,54.7931956188628,5,7.48269892865611,1.3,437,0,1.5,185.516631350469
phev,car,27.0085067503426,7.11658892221478,727.335984644998,46.3246585778985,383.462455631752,4.90781489075867,21.0735211765533,275.31,7500,7.5,1016.01355459205
phev,minvan,31.3217653628353,8.3,799,43.8781265677437,315,5.89735133824437,17.3,275.31,7500,7.5,1542.36424253929
phev,suv,26.6221744749582,6.26036565300446,755.658705558184,40.0347354968454,487,5.4,26.8,275.31,7500,7.5,28386.9116211891
phev,truck,30.899397362469,7.6,829,40.0637085719759,315,6.7,17.3,275.31,7500,7.5,512.987272561928
