fueltype,bodytype,price,accel,range,mpge,refueltime_mins,cpmile,bev_energy,annmain,tax_credit,rebate,total_sales
cng,car,57.2410139609529,9.12856932775456,401.011623188794,33.4789466509113,5,4.3,0,437,0,0,217.138043794666
cng,suv,33.2316833069042,8.7,410,34.0705335447666,5,4.29122204602783,0,437,0,0,571.178335213519
conv,car,18.979,7.6,629,33.62,5,12.1951219512195,0,437,0,0,105059.073428991
conv,minvan,30.123,7.4,526,24.6446287650915,5,16.6365152580398,0,437,0,0,6982.77242068958
conv,suv,32.95,7.5,535,26.0723309477629,5,15.7254924117733,0,437,0,0,78173.9795832217
conv,truck,32.600472455978,7.33468390326479,555,21.7884243243258,5,18.8010540849792,0,437,0,0,11150.0448787937
conv,van,23.125,8.56158515541353,504,31.1877663802371,5,13.1462171299819,0,437,0,0,2048.89513668809
ev,car,27.2269447755971,4.2,332,155.315008776805,577,3.18061243290775,73.8,196.65,7500,0,180648.957707326
ev,minvan,34.6611620292953,5.8,276,85.32,923,5.7,118.1,196.65,7500,0,3032.752263463
ev,suv,37.662,4.2,379,129.044289084896,796,3.8,101.9,196.65,7500,0,210307.112655879
ev,truck,35.2228646404353,5.71769681423111,263,73.921,937,6.6,119.9,196.65,7500,0,2968.02810798085
ev,van,30.7863678602866,5.9,309,97.503,834,5,106.8,196.65,7500,0,617.351565650921
fuelcell,car,21.8136194339631,8.1,442,72.9410087083941,5,5.61406762341182,1.8,196.65,0,6,4053.28026641523
fuelcell,minvan,34.1889998113805,10.118182389756,459.323242484551,62.7986955044789,5,6.7165682712363,1.9,196.65,0,6,1192.68608987771
fuelcell,suv,30.2312861740924,8.38052425136254,471.662175542457,64.173555563313,5,6.5,1.8,196.65,0,6,7940.50323054838
fuelcell,truck,43.1669145949198,8.1,473,43.2498077240951,5,9.60024034488107,1.8,196.65,0,6,302.796894103296
hybrid,car,30.4975525390458,8.64936855046133,783.464860495059,54.3205893890923,5,7.55295640508119,1.4,437,0,1.5,6821.22918044474
hybrid,suv,43.1640552085494,8,747,47.1252231378221,5,8.70023207383056,1.69186468445726,437,0,1.5,3928.13139504935
hybrid,truck,28.4532858123551,10.4,667,54.1129754958182,5,7.57675968138329,1.3,437,0,1.5,218.131754162581
phev,car,27.5570890649781,7.01414799704214,696.911941772243,43.2360843367749,426.573405848203,4.98205401150596,23.4497152829718,275.31,7500,7.5,1314.95898557767
phev,minvan,31.5305820812803,8.4,799,43.2980237783008,315,5.89731636139664,17.3,275.31,7500,7.5,1787.13030355384
phev,suv,26.8741806051781,6.3,757.236637551529,39.7028161843557,339.341880518194,5.4,18.6444643309468,275.31,7500,7.5,32591.6232351567
phev,truck,31.1153100821521,7.6,829,39.533595857603,315,6.7,17.3,275.31,7500,7.5,595.270151590507
