fueltype,bodytype,price,accel,range,mpge,refueltime_mins,cpmile,bev_energy,annmain,tax_credit,rebate,total_sales
cng,car,37.5644408751725,10.437698218059,390,36.6872780231877,5,4.58851341478861,0,437,0,0,632.509983833231
conv,car,19.815,7.6,601,28.77,5,14.2509558567953,0,437,0,0,243186.362868217
conv,minvan,30.123,7.4,526.095427900002,21.2183585074093,5,19.3234087869208,0,437,0,0,15197.3916753445
conv,suv,31.995,7.5,522.338623372793,22.7720196496806,5,18.0045603575151,0,437,0,0,184236.389829631
conv,truck,31.56,7.3,555.654078345083,18.8197088464796,5,21.7856963820284,0,437,0,0,35116.0643730464
conv,van,23.1507384837549,8.7275189294591,504,26.705921787933,5,15.3524172110012,0,437,0,0,4614.50496755572
ev,car,48.317364995962,5,313,134.8,621,3.92609568531702,79.5,196.65,7500,0,27623.4725155717
ev,minvan,58.3277920016512,7.19329548572603,258,93.49,727,5.79329548572603,93,196.65,7500,0,4688.17341870611
ev,suv,53.4169410370944,5.2,313.633739995636,135.604741850372,578,4,74,196.65,7500,0,52002.3588509381
fuelcell,car,53.9095086402187,8.15601952470651,420,66.4306740191901,5,16.4697191865232,1.6,196.65,0,6,1124.96803275447
fuelcell,minvan,54.815,10.3,459,58.36,5,17.1,1.9,196.65,0,6,487.259463323471
fuelcell,suv,46.6653786026965,10.1,424.487372788777,60.1808039151234,5,16.8770929348564,1.75094685344193,196.65,0,6,1032.80439906351
hybrid,car,29.638401814779,8.8,803.749641604675,48.0701665179698,5,8.52996756511694,1.3,437,0,1.5,15152.4910423398
hybrid,suv,46.5069712010866,8.11558918559622,793.204511178155,39.4828035363931,5,10.3843019966723,1.6,437,0,1.5,4687.91782605206
hybrid,truck,30.2692027386602,10.4,667,46.4294200399597,5,8.83365397344508,1.3,437,0,1.5,462.904572921794
phev,car,34.8134177064793,7.6,835.804700064576,43.3938756256774,315,4.97251275384513,17.3,275.31,7500,7.5,3129.67827567995
phev,minvan,39.6854613646754,8.6,849.012173788096,38.1134330977692,315,6.14060629416828,17.3,275.31,7500,7.5,2710.27841992804
phev,suv,34.9173848616628,6.7,859,39.0076660809334,315,5.89021689946839,17.3,275.31,7500,7.5,17398.4924366681
phev,truck,39.2092462075597,7.7502413799605,829,33.3218861985096,315,7.1512068998025,17.3,275.31,7500,7.5,1523.69471072714
