fueltype,bodytype,price,accel,range,mpge,refueltime_mins,cpmile,bev_energy,annmain,tax_credit,rebate,total_sales
cng,car,60.6233559519855,8.84321404235671,379.362874121599,31.4125969496344,5,4.63462033110502,0,437,0,0,367.548790958522
cng,suv,33.2605885911518,8.7,410,33.8503503315536,5,4.3,0,437,0,0,621.473144020476
conv,car,18.979,7.6,620,33.38,5,12.282804074296,0,437,0,0,117545.375811622
conv,minvan,30.123,7.4,526,24.4743938199034,5,16.7522328051111,0,437,0,0,7672.7265226971
conv,suv,32.2435812356944,7.5,532,26.105333812017,5,15.70563088353,0,437,0,0,88663.0737215235
conv,truck,32.4028136350616,7.36790141515033,555,21.6226166049383,5,18.9616567257695,0,437,0,0,12561.9964520284
conv,van,23.1360754362354,8.73658923298989,504,30.9129812062457,5,13.2630525199458,0,437,0,0,2467.53159468113
ev,car,27.6246948714841,4.2,334.296475605382,155.202245001263,578,3.2,74,196.65,7500,0,162164.597928264
ev,minvan,35.1011505483271,5.8,276,85.32,923,5.7,118.1,196.65,7500,0,3218.24219605063
ev,suv,38.113,4.2,377,128.9,801.057059658676,3.8,102.543625774741,196.65,7500,0,197720.880768552
ev,truck,35.7045590874459,5.75899327958043,263,73.921,937,6.6,119.9,196.65,7500,0,2991.61049115988
ev,van,31.14,5.9,309,97.503,834,5,106.8,196.65,7500,0,322.951458093321
fuelcell,car,22.2609294417034,8.25582457711838,440.102869964099,72.3801660435273,5,5.93691404183166,1.8,196.65,0,6,4407.4627699643
fuelcell,minvan,34.5573270913444,10.2273885288182,459.187154581177,62.4039823878719,5,7.01374887056961,1.9,196.65,0,6,1267.92455503467
fuelcell,suv,30.5939893503225,8.37836451803118,471.915698431113,63.727079714315,5,6.9,1.8,196.65,0,6,8369.52028846029
fuelcell,truck,43.8581691166461,8.1,473,42.9396896850337,5,10.1505818405618,1.8,196.65,0,6,304.916460364392
hybrid,car,29.1774509048139,8.5,787,55.5950328164944,5,7.37482970119128,1.4,437,0,1.5,7726.00935043381
hybrid,suv,43.2215999195758,8,747,46.8334969760328,5,8.75442964719211,1.69244702000185,437,0,1.5,4296.57832174436
hybrid,truck,28.5003010944812,10.4,667,53.772867247425,5,7.62468219986454,1.3,437,0,1.5,239.891866271479
phev,car,39.4988329416687,7.08138700197217,760.042071369322,46.0242520485505,315,4.97331914468734,17.3,275.31,7500,7.5,1415.41379841313
phev,minvan,31.6815507055312,8.4,799,43.0078895752373,315,5.89725108845404,17.3,275.31,7500,7.5,1945.91367907461
phev,suv,27.0641908907417,6.3,757.200469727994,39.4517884073154,385.267337775906,5.4,21.1810448190181,275.31,7500,7.5,35537.8039631641
phev,truck,31.2663548293425,7.6,829,39.2735182958063,315,6.7,17.3,275.31,7500,7.5,648.730450647457
