year,fueltype,bodytype,price,accel,range,mpge,refueltime_mins,cpmile,bev_energy,annmain,tax_credit,rebate,int_volume,total_sales
2018,hybrid,suv,46.395,7.7,953,36.69,5,9.67838648133006,1.4,437,0,1.5,181,3449.3964979771
2018,hybrid,truck,30.83,10.5,667,42.2,5,8.41469194312796,1.3,437,0,1.5,131,373.002466886782
2018,phev,car,34.491,7.7,624,40.43,311,4.5,17.1,275.31,7500,7.5,108,1801.43256136589
2018,phev,suv,35.556,6.8,859,34.54,315,5.8,17.3,275.31,7500,7.5,176,13082.9576676775
2019,conv,car,27.955,6.9,554,24.01,5,15.3144523115369,0,437,0,0,116,163842.522187762
2019,conv,suv,33.825,7.2,511,21.33,5,17.2386310360994,0,437,0,0,173,133169.278407482
2019,conv,truck,32.82,7.2,555,17.12,5,21.4778037383178,0,437,0,0,142,27566.4144971303
2019,conv,van,22.95,10.3,480,26.55,5,13.84934086629,0,437,0,0,286,3618.74989478915
2019,ev,car,58.52,5.8,255,122.764,547,4.3,70,196.65,7500,0,120,26762.6473264675
2019,ev,suv,47.602,5.9,225,93.266,635,5.6,81.3,196.65,7500,0,168,6948.42938821995
2019,hybrid,car,34.55,8.9,861,39.22,5,9.37531871494136,0.5,437,0,1.5,116,11212.5525286569
2019,hybrid,suv,46.395,7.7,953,36.69,5,10.0218043063505,1.4,437,0,1.5,181,3335.20218262399
2019,hybrid,truck,30.83,10.5,667,42.21,5,8.71120587538498,1.3,437,0,1.5,131,349.007006094554
2019,phev,car,41.456,8.2,820,37.83,291,5.7,16,275.31,7087,7.5,94,1183.21738215729
2019,phev,suv,36.87,6.8,889,35.76,315,5.9,17.3,275.31,7500,7.5,172,10376.7066174628
2019,phev,truck,39.948,7.8,829,30.04,315,7.2,17.3,275.31,7500,7.5,126,1031.17576918895
2020,conv,car,27.125,6.9,541,24.26,5,12.9101401483924,0,437,0,0,117,124525.212778178
2020,conv,suv,33.69,7.2,511,21.47,5,14.5877969259432,0,437,0,0,173,102742.665767447
2020,conv,truck,32.642,7.2,555,17.25,5,18.1565217391304,0,437,0,0,142,21752.086545782
2020,conv,van,22.884,10.4,480,26.68,5,11.7391304347826,0,437,0,0,286,2641.41391249225
2020,ev,car,56.156,5.8,255,122.764,547,4.2,70,196.65,7500,0,120,17431.2000485506
2020,ev,suv,49.99,4.8,335,152.561,578,3.4,74,196.65,7500,0,164,15377.7108025562
2020,hybrid,car,33.999,9,861,39.44,5,7.94117647058824,0.5,437,0,1.5,116,8130.28999913268
2020,hybrid,suv,45.018,7.8,953,36.92,5,8.48320693391116,1.4,437,0,1.5,181,2489.46691521221
2020,hybrid,truck,30.095,10.5,667,42.4,5,7.38679245283019,1.3,437,0,1.5,131,247.915657568405
2020,phev,car,40.044,8.2,820,38.04,291,5.1,16,275.31,7087,7.5,94,858.924547128367
2020,phev,suv,35.425,6.8,889,35.95,315,5.3,17.3,275.31,7500,7.5,172,7488.15656221995
2020,phev,truck,38.5,7.8,829,30.19,315,6.4,17.3,275.31,7500,7.5,126,723.70775281907
2021,conv,car,26.5,7.7,620,27.2,5,15.0735294117647,0,437,0,0,117,129436.95017469
2021,conv,suv,33.825,7.2,511,21.57,5,19.0078813166435,0,437,0,0,173,100524.756842727
2021,conv,truck,32.82,7.2,555,17.32,5,23.6720554272517,0,437,0,0,142,20390.5942124405
2021,conv,van,22.95,10.3,480,26.85,5,15.2700186219739,0,437,0,0,286,2617.11171973607
2021,ev,car,60.185,5.8,255,122.764,547,4.4,70,196.65,7500,0,120,21324.5915862259
2021,ev,suv,54.239,4.8,335,152.561,578,3.6,74,196.65,7500,0,164,29731.2252374872
2021,hybrid,car,34.146,8.9,861,40.75,5,10.0613496932515,0.5,437,0,1.5,116,8948.40148187186
2021,hybrid,suv,45.338,7.7,953,38.21,5,10.7301753467679,1.4,437,0,1.5,181,2693.4148691618
2021,hybrid,truck,30.346,10.5,667,43.92,5,9.3351548269581,1.3,437,0,1.5,131,276.766747437986
2021,phev,car,34.969,7.7,846,40.39,315,5.5,17.3,275.31,7500,7.5,115,2019.92465450318
2021,phev,suv,36.283,6.8,889,37.43,315,6.3,17.3,275.31,7500,7.5,172,11005.4143112554
2021,phev,truck,39.361,7.8,829,31.38,315,7.7,17.3,275.31,7500,7.5,126,930.195456038804
2022,conv,car,26.5,7.7,620,27.51,5,14.903671392221,0,437,0,0,117,121341.748720767
2022,conv,suv,33.825,7.2,511,21.82,5,18.7901008249313,0,437,0,0,173,92202.5470984478
2022,conv,truck,32.82,7.2,555,17.52,5,23.4018264840183,0,437,0,0,142,17531.0447490884
2022,conv,van,22.95,10.3,480,27.16,5,15.0957290132548,0,437,0,0,286,2350.95315075715
2022,ev,car,60.014,5.7,255,122.764,547,4.4,70,196.65,7500,0,120,14812.03858218
2022,ev,suv,51.327,5.2,268,135.001,523,4,66.9,196.65,7500,0,165,24825.4470460463
2022,hybrid,car,34.101,8.9,861,42.31,5,9.69038052469865,0.5,437,0,1.5,116,7955.78462537216
2022,hybrid,suv,45.272,7.7,953,39.71,5,10.3248552002015,1.4,437,0,1.5,181,2444.50612027348
2022,hybrid,truck,30.294,10.4,667,45.62,5,8.98728627794827,1.3,437,0,1.5,131,246.344497682185
2022,phev,car,34.867,7.7,846,42.12,315,5.2,17.3,275.31,7500,7.5,115,1564.4410752971
2022,phev,suv,36.181,6.7,889,39.02,315,6,17.3,275.31,7500,7.5,172,7724.9548658638
2022,phev,truck,39.26,7.8,829,32.68,315,7.4,17.3,275.31,7500,7.5,126,765.543054240519
2023,conv,car,26.5,7.7,620,27.83,5,14.7323032698527,0,437,0,0,117,121867.372638682
2023,conv,suv,33.825,7.2,511,22.07,5,18.5772541912098,0,437,0,0,173,92002.0434952301
2023,conv,truck,32.82,7.2,555,17.72,5,23.13769751693,0,437,0,0,142,17589.0497494356
2023,conv,van,22.95,10.3,480,27.48,5,14.919941775837,0,437,0,0,286,2263.94504266667
2023,ev,car,59.843,5.7,255,122.764,547,4.4,70,196.65,7500,0,120,12811.4466733586
2023,ev,suv,53.858,4.7,335,152.561,578,3.5,74,196.65,7500,0,164,27176.9361426373
2023,hybrid,car,34.056,8.9,861,43.89,5,9.34153565732513,0.5,437,0,1.5,116,7198.21188946199
2023,hybrid,suv,45.206,7.7,953,41.23,5,9.94421537715256,1.4,437,0,1.5,181,2244.01204755318
2023,hybrid,truck,30.241,10.4,667,47.35,5,8.65892291446674,1.3,437,0,1.5,131,216.600074373016
2023,phev,car,34.765,7.6,846,43.84,315,4.9,17.3,275.31,7500,7.5,115,1565.34543628417
2023,phev,suv,36.08,6.7,889,40.6,315,5.6,17.3,275.31,7500,7.5,172,9674.04509572745
2023,phev,truck,39.158,7.7,829,33.97,315,6.9,17.3,275.31,7500,7.5,126,758.200462171976
2024,conv,car,26.5,7.7,620,28.15,5,14.5648312611012,0,437,0,0,117,114151.697239432
2024,conv,suv,33.825,7.2,511,22.33,5,18.3609493954322,0,437,0,0,173,87665.0304815402
2024,conv,truck,33.59,8.3,588,19,5,21.5789473684211,0,437,0,0,142,15805.3867930257
2024,conv,van,22.95,10.3,480,27.79,5,14.7535084562792,0,437,0,0,286,2139.88337238328
2024,ev,car,39.322,5,377,159.81,621,3.3,79.5,196.65,7500,0,114,11985.5803004124
2024,ev,suv,46.359,4.7,335,152.561,578,3.4,74,196.65,7500,0,164,30871.3317931242
2024,hybrid,car,33.761,8.9,861,45.5,5,9.01098901098901,0.5,437,0,1.5,116,7083.0409620553
2024,hybrid,suv,44.458,7.7,953,42.77,5,9.58615852232873,1.4,437,0,1.5,181,2242.16467976724
2024,hybrid,truck,29.552,10.4,667,49.1,5,8.35030549898167,1.3,437,0,1.5,131,213.330958770268
2024,phev,car,37.503,8,820,44.7,291,5.2,16,275.31,7087,7.5,94,1858.67494316311
2024,phev,suv,32.785,6.7,889,42.22,315,5.4,17.3,275.31,7500,7.5,172,24744.6849695157
2024,phev,truck,35.863,7.7,829,35.3,315,6.6,17.3,275.31,7500,7.5,126,883.983776271457
2025,conv,car,26.5,7.7,620,28.47,5,14.4011239901651,0,437,0,0,117,116833.641257216
2025,conv,suv,33.825,7.2,511,22.58,5,18.1576616474756,0,437,0,0,173,90393.3117251021
2025,conv,truck,33.59,8.3,588,19.22,5,21.3319458896982,0,437,0,0,142,16479.2371130828
2025,conv,van,22.95,10.3,480,28.11,5,14.5855567413732,0,437,0,0,286,2198.64455258227
2025,ev,car,32.117,5,377,159.81,621,3.2,79.5,196.65,7500,0,114,5336.94457386506
2025,ev,suv,41.441,4.8,338,130.776,680,4,87.1,196.65,7500,0,162,25223.1438439075
2025,hybrid,car,33.49,8.9,861,47.12,5,8.70118845500849,0.5,437,0,1.5,116,7546.82437086954
2025,hybrid,suv,43.776,7.6,953,44.31,5,9.25299029564432,1.4,437,0,1.5,181,2425.16651924109
2025,hybrid,truck,28.924,10.4,667,50.87,5,8.05976017298997,1.3,437,0,1.5,131,226.739888019444
2025,phev,car,34.704,8,820,46.39,291,5.1,16,275.31,7087,7.5,94,1958.05007339914
2025,phev,suv,29.835,6.7,889,43.85,315,5.3,17.3,275.31,7500,7.5,172,37864.2350154888
2025,phev,truck,32.914,7.7,829,36.64,315,6.5,17.3,275.31,7500,7.5,126,922.314807250284
2026,conv,car,26.5,7.7,620,28.79,5,14.2410559221952,0,437,0,0,117,106699.084860728
2026,conv,suv,33.825,7.2,511,22.84,5,17.9509632224168,0,437,0,0,173,83066.8586685034
2026,conv,truck,33.59,8.3,588,19.44,5,21.0905349794239,0,437,0,0,142,15238.9595841404
2026,conv,van,22.95,10.3,480,28.43,5,14.421385860007,0,437,0,0,286,2028.86528802218
2026,ev,car,35.03,5.8,301,109.307,725,4.6,92.8,196.65,7500,0,105,6529.98760676906
2026,ev,suv,40.763,4.7,338,130.776,680,3.9,87.1,196.65,7500,0,162,39360.2954369889
2026,hybrid,car,31.739,8.9,805,44.09,5,9.29916080743933,0.5,437,0,1.5,111,6905.31685714805
2026,hybrid,suv,43.706,7.6,953,44.35,5,9.24464487034949,1.4,437,0,1.5,181,2248.30848127244
2026,hybrid,truck,28.87,10.4,667,50.9,5,8.05500982318271,1.3,437,0,1.5,131,208.259329323115
2026,phev,car,34.485,7.9,820,46.67,291,5.1,16,275.31,7087,7.5,94,1852.71077906054
2026,phev,suv,29.473,5.9,763,35.59,487,5.5,26.8,275.31,7500,7.5,175,41715.6494023604
2026,phev,truck,32.682,7.7,829,36.8,315,6.5,17.3,275.31,7500,7.5,126,864.776736108746
2027,conv,car,25.72,8.2,560,30.82,5,13.3030499675535,0,437,0,0,117,94954.4104644223
2027,conv,suv,33.825,7.2,511,23.1,5,17.7489177489178,0,437,0,0,173,74472.2796224119
2027,conv,truck,33.59,8.3,588,19.66,5,20.8545269582909,0,437,0,0,142,13328.7745118815
2027,conv,van,22.95,10.3,480,28.76,5,14.2559109874826,0,437,0,0,286,1836.04609467243
2027,ev,car,42.539,5.8,295,117.79,659,4.2,84.4,196.65,7500,0,105,7341.64212745952
2027,ev,suv,40.084,4.7,338,130.776,680,3.8,87.1,196.65,7500,0,162,56244.0596791473
2027,ev,truck,49.842,6,263,73.921,937,6.7,119.9,196.65,7500,0,128,424.973699740777
2027,hybrid,car,33.438,8.9,861,47.14,5,8.69749681798897,0.5,437,0,1.5,116,6414.03194382351
2027,hybrid,suv,43.635,7.6,953,44.36,5,9.24256086564472,1.4,437,0,1.5,181,2041.37494617963
2027,hybrid,truck,28.816,10.4,667,50.91,5,8.05342761736397,1.3,437,0,1.5,131,187.398343779137
2027,phev,car,34.265,7.9,820,46.89,291,5.1,16,275.31,7087,7.5,94,2069.18270609239
2027,phev,suv,29.173,5.9,763,35.76,487,5.5,26.8,275.31,7500,7.5,175,41262.4353875617
2027,phev,truck,32.451,7.7,829,36.92,315,6.5,17.3,275.31,7500,7.5,126,793.59880351344
2028,conv,car,25.72,8.2,560,31.17,5,13.153673403914,0,437,0,0,117,85224.7960470147
2028,conv,suv,33.825,7.2,511,23.36,5,17.5513698630137,0,437,0,0,173,67605.0362749702
2028,conv,truck,33.59,8.3,588,19.88,5,20.6237424547284,0,437,0,0,142,12125.0474954513
2028,conv,van,22.95,10.3,480,29.08,5,14.0990371389271,0,437,0,0,286,1663.18437983273
2028,ev,car,40.366,5.7,377,112.532,882,4.4,112.9,196.65,7500,0,105,12301.4668172911
2028,ev,suv,39.405,4.6,338,130.776,680,3.8,87.1,196.65,7500,0,162,76719.8842603953
2028,ev,truck,48.938,6,263,73.921,937,6.6,119.9,196.65,7500,0,128,432.274945617905
2028,hybrid,car,33.413,8.9,861,47.16,5,8.69380831212892,0.5,437,0,1.5,116,5810.05124465601
2028,hybrid,suv,43.565,7.6,953,44.4,5,9.23423423423423,1.4,437,0,1.5,181,1863.15388468584
2028,hybrid,truck,28.762,10.4,667,50.95,5,8.04710500490677,1.3,437,0,1.5,131,169.102838445881
2028,phev,car,34.046,7.8,820,47.06,291,5.1,16,275.31,7087,7.5,94,1909.82064080527
2028,phev,suv,28.874,5.9,763,35.89,487,5.5,26.8,275.31,7500,7.5,175,37834.4350709554
2028,phev,truck,32.219,7.6,829,37.02,315,6.5,17.3,275.31,7500,7.5,126,727.003525879265
2029,conv,car,25.72,8.2,560,31.52,5,13.007614213198,0,437,0,0,117,75988.3548383978
2029,conv,suv,33.825,7.2,511,23.62,5,17.3581710414903,0,437,0,0,173,60937.2576715074
2029,conv,truck,32.82,7.2,555,18.96,5,21.6244725738397,0,437,0,0,142,10316.0676102339
2029,conv,van,22.95,10.3,480,29.41,5,13.940836450187,0,437,0,0,286,1491.68431744722
2029,ev,car,29.808,4.2,353,153.895,604,3.2,77.3,196.65,7500,0,114,31361.5461075149
2029,ev,suv,38.727,4.6,338,130.776,680,3.8,87.1,196.65,7500,0,162,81889.1918831516
2029,ev,truck,37.11,6.7,261,73.359,937,6.7,119.9,196.65,7500,0,128,932.476576005805
2029,hybrid,car,33.387,8.8,861,47.16,5,8.69380831212892,0.5,437,0,1.5,116,5210.28121554517
2029,hybrid,suv,43.495,7.6,953,44.42,5,9.23007654209815,1.4,437,0,1.5,181,1690.13639442833
2029,hybrid,truck,28.708,10.4,667,50.96,5,8.04552590266876,1.3,437,0,1.5,131,150.752443115407
2029,phev,car,33.826,7.8,820,47.2,291,5.1,16,275.31,7087,7.5,94,1740.51240068498
2029,phev,suv,28.575,5.9,763,36,487,5.5,26.8,275.31,7500,7.5,175,34168.2297513674
2029,phev,truck,31.987,7.6,829,37.1,315,6.5,17.3,275.31,7500,7.5,126,656.988160744211
2030,conv,car,25.72,8.2,560,31.87,5,12.8647631000941,0,437,0,0,117,67710.9108475075
2030,conv,suv,34.97,7,572,23.36,5,17.5513698630137,0,437,0,0,176,54414.4792188733
2030,conv,truck,32.82,7.2,555,19.18,5,21.3764337851929,0,437,0,0,142,8631.29089948352
2030,conv,van,22.95,10.3,480,29.74,5,13.7861466039005,0,437,0,0,286,1325.47749110601
2030,ev,car,29.197,4.1,353,153.895,604,3.2,77.3,196.65,7500,0,114,48179.7913192531
2030,ev,suv,38.048,4.6,338,130.776,680,3.7,87.1,196.65,7500,0,162,87026.7521501193
2030,ev,truck,37.395,5.3,272,76.45,937,6.4,119.9,196.65,7500,0,112,1694.0306497363
2030,hybrid,car,33.587,9.2,725,48.83,5,8.39647757526111,1.4,437,0,1.5,111,4497.18942462115
2030,hybrid,suv,43.425,7.6,953,44.44,5,9.22592259225923,1.4,437,0,1.5,181,1527.0006948391
2030,hybrid,truck,28.654,10.4,667,50.98,5,8.0423695566889,1.3,437,0,1.5,131,133.811083751259
2030,phev,car,33.607,7.8,820,47.32,291,5.2,16,275.31,7087,7.5,94,1588.45748201109
2030,phev,suv,28.276,5.9,763,36.1,487,5.5,26.8,275.31,7500,7.5,175,30722.3991102956
2030,phev,truck,31.756,7.6,829,37.16,315,6.6,17.3,275.31,7500,7.5,126,590.58603235667
2031,conv,car,25.72,8.2,560,32.22,5,12.7250155183116,0,437,0,0,117,60689.8022748919
2031,conv,suv,34.97,7,572,23.62,5,17.3581710414903,0,437,0,0,176,49795.7084573713
2031,conv,truck,32.82,7.2,555,19.39,5,21.1449200618876,0,437,0,0,142,7871.03665343676
2031,conv,van,22.95,10.3,480,30.07,5,13.6348520119721,0,437,0,0,286,1206.42226765286
2031,ev,car,29.015,4.1,353,153.895,604,3.2,77.3,196.65,7500,0,114,60102.901181928
2031,ev,suv,37.847,4.6,338,130.776,680,3.7,87.1,196.65,7500,0,162,90524.0082048296
2031,ev,truck,37.135,5.3,272,76.45,937,6.4,119.9,196.65,7500,0,112,1580.24517656319
2031,hybrid,car,33.561,9.2,725,49.32,5,8.31305758313057,1.4,437,0,1.5,111,4110.43470712507
2031,hybrid,suv,38.031,8.9,737,45.74,5,8.96370791429821,1.6,437,0,1.5,105,2337.39394942208
2031,hybrid,truck,28.63,10.4,667,51.49,5,7.96271120605943,1.3,437,0,1.5,131,121.577795119128
2031,phev,car,33.535,7.8,820,47.82,291,5.3,16,275.31,7087,7.5,94,1424.51244730692
2031,phev,suv,28.181,5.9,763,36.45,487,5.6,26.8,275.31,7500,7.5,175,29689.5666840516
2031,phev,truck,31.68,7.6,829,37.55,315,6.7,17.3,275.31,7500,7.5,126,537.163011819762
2032,conv,car,25.72,8.2,560,32.58,5,12.5844076120319,0,437,0,0,117,56342.6254023689
2032,conv,suv,34.97,7,572,23.88,5,17.1691792294807,0,437,0,0,176,46391.4307394445
2032,conv,truck,32.82,7.2,555,19.6,5,20.9183673469388,0,437,0,0,142,6992.35579081356
2032,conv,van,22.95,10.3,480,30.4,5,13.4868421052632,0,437,0,0,286,1124.6908733752
2032,ev,car,28.833,4.1,353,153.895,604,3.2,77.3,196.65,7500,0,114,68402.0367701732
2032,ev,suv,38.936,4.4,374,128.61,766,3.8,98,196.65,7500,0,160,95745.1777094613
2032,ev,truck,36.874,5.3,272,76.45,937,6.4,119.9,196.65,7500,0,112,1499.88563811348
2032,hybrid,car,33.535,9.2,725,49.8,5,8.23293172690763,1.4,437,0,1.5,111,3752.98858173765
2032,hybrid,suv,43.365,7.6,953,45.33,5,9.04478270461063,1.4,437,0,1.5,181,2179.54744159424
2032,hybrid,truck,28.607,10.4,667,51.99,5,7.88613194845163,1.3,437,0,1.5,131,112.544327067162
2032,phev,car,33.463,7.8,820,48.32,291,5.3,16,275.31,7087,7.5,94,1325.98920263007
2032,phev,suv,28.086,5.9,763,36.8,487,5.6,26.8,275.31,7500,7.5,175,27504.6935883022
2032,phev,truck,31.605,7.6,829,37.93,315,6.7,17.3,275.31,7500,7.5,126,497.927446341812
2033,conv,car,24.76,8.1,606,34.09,5,12.0269873863303,0,437,0,0,116,71790.2272088076
2033,conv,suv,33.825,7.2,511,24.69,5,16.6059133252329,0,437,0,0,173,55484.9660640961
2033,conv,truck,32.82,7.2,555,19.82,5,20.686175580222,0,437,0,0,142,8423.13182272104
2033,conv,van,22.95,10.3,480,30.73,5,13.3420110641067,0,437,0,0,286,1462.88530724504
2033,ev,car,28.651,4.1,353,153.895,604,3.2,77.3,196.65,7500,0,114,62092.4577867831
2033,ev,suv,38.715,4.4,374,128.61,766,3.8,98,196.65,7500,0,160,84677.8285753122
2033,ev,truck,36.613,5.3,272,76.45,937,6.5,119.9,196.65,7500,0,112,1424.2736048191
2033,hybrid,car,33.315,8.8,861,48.57,5,8.4414247477867,0.5,437,0,1.5,116,4701.94169607632
2033,hybrid,suv,37.977,8.9,737,46.64,5,8.79073756432247,1.6,437,0,1.5,105,2659.16838330508
2033,hybrid,truck,28.583,10.4,667,52.5,5,7.80952380952381,1.3,437,0,1.5,131,144.798949511768
2033,phev,car,36.291,6.2,189,47.37,400,4.2,22,275.31,7500,7.5,99,1052.49038705704
2033,phev,suv,27.991,5.9,763,37.15,487,5.6,26.8,275.31,7500,7.5,175,21121.0406940146
2033,phev,truck,31.529,7.6,829,38.31,315,6.7,17.3,275.31,7500,7.5,126,385.333375276242
2034,conv,car,24.76,8.1,606,34.47,5,11.8944009283435,0,437,0,0,116,68531.4982945208
2034,conv,suv,33.825,7.2,511,24.96,5,16.426282051282,0,437,0,0,173,52334.0019658228
2034,conv,truck,32.82,7.2,555,20.03,5,20.4692960559161,0,437,0,0,142,7810.74358360174
2034,conv,van,22.95,10.3,480,31.07,5,13.1960090119086,0,437,0,0,286,1398.95646459775
2034,ev,car,28.469,4.1,353,153.895,604,3.2,77.3,196.65,7500,0,114,68164.3775468652
2034,ev,suv,38.495,4.4,374,128.61,766,3.9,98,196.65,7500,0,160,89855.4673584055
2034,ev,truck,36.352,5.3,272,76.45,937,6.5,119.9,196.65,7500,0,112,1543.862482515
2034,hybrid,car,33.299,8.8,861,49.04,5,8.3605220228385,0.5,437,0,1.5,116,4469.18942413772
2034,hybrid,suv,37.95,8.9,737,47.09,5,8.706731790189,1.6,437,0,1.5,105,2534.01611554047
2034,hybrid,truck,28.559,10.4,667,53.01,5,7.73438973778532,1.3,437,0,1.5,131,137.474430798464
2034,phev,car,42.289,5.3,631,41.25,442,5.5,24.3,275.31,7500,7.5,96,727.631789608983
2034,phev,suv,27.896,5.9,763,37.51,487,5.6,26.8,275.31,7500,7.5,175,20139.7653957038
2034,phev,truck,31.454,7.6,829,38.69,315,6.7,17.3,275.31,7500,7.5,126,367.467964653263
2035,conv,car,24.76,8.1,606,34.84,5,11.7680826636051,0,437,0,0,116,64341.1568014263
2035,conv,suv,33.825,7.2,511,25.23,5,16.2504954419342,0,437,0,0,173,48694.5540630288
2035,conv,truck,32.82,7.2,555,20.25,5,20.2469135802469,0,437,0,0,142,7188.19199321858
2035,conv,van,22.95,10.3,480,31.4,5,13.0573248407643,0,437,0,0,286,1334.0690441415
2035,ev,car,28.287,4.1,353,153.895,604,3.2,77.3,196.65,7500,0,114,73959.2255628394
2035,ev,suv,38.274,4.4,374,128.61,766,3.8,98,196.65,7500,0,160,93825.2339646353
2035,ev,truck,36.091,5.3,272,76.45,937,6.5,119.9,196.65,7500,0,112,1495.74849835362
2035,hybrid,car,33.456,9.2,725,51.26,5,7.99843932891143,1.4,437,0,1.5,111,4388.60669492487
2035,hybrid,suv,37.923,8.9,737,47.54,5,8.62431636516618,1.6,437,0,1.5,105,2316.79530157314
2035,hybrid,truck,28.536,10.4,667,53.52,5,7.66068759342302,1.3,437,0,1.5,131,129.895902306421
2035,phev,car,41.516,6.5,596,38.46,487,5.4,26.8,275.31,7500,7.5,96,766.376071581839
2035,phev,suv,27.801,5.9,763,37.86,487,5.6,26.8,275.31,7500,7.5,175,19112.8854977881
2035,phev,truck,31.378,7.6,829,39.07,315,6.7,17.3,275.31,7500,7.5,126,348.887671091456
2036,conv,car,24.76,8.1,606,34.96,5,11.7276887871854,0,437,0,0,116,60503.1605033832
2036,conv,suv,33.825,7.2,511,25.32,5,16.1927330173776,0,437,0,0,173,45680.3043047337
2036,conv,truck,35.034,7.1,546,21.75,5,18.8505747126437,0,437,0,0,126,6595.65073098069
2036,conv,van,22.95,10.3,480,31.52,5,13.007614213198,0,437,0,0,286,1264.24105981138
2036,ev,car,28.105,4.1,353,153.895,604,3.2,77.3,196.65,7500,0,114,78822.1360294174
2036,ev,suv,38.053,4.4,374,128.61,766,3.8,98,196.65,7500,0,160,97203.2150218533
2036,ev,truck,35.83,5.3,272,76.45,937,6.4,119.9,196.65,7500,0,112,1446.53800391306
2036,hybrid,car,33.43,9.2,725,51.43,5,7.97200077775617,1.4,437,0,1.5,111,3957.2117419674
2036,hybrid,suv,37.896,8.9,737,47.7,5,8.59538784067086,1.6,437,0,1.5,105,2199.1682068051
