fueltype,bodytype,price,accel,range,mpge,refueltime_mins,cpmile,bev_energy,annmain,tax_credit,rebate,total_sales
cng,car,60.4567947007331,8.78888945691764,378.766940668102,31.2732043674438,5,4.73211070671817,0,437,0,0,321.453004069635
cng,suv,33.6125756418914,8.7,410,33.6215644783785,5,4.4,0,437,0,0,676.718090606378
conv,car,18.979,7.6,616,32.9,5,12.4620060790274,0,437,0,0,132872.655095947
conv,minvan,30.123,7.4,526,24.1324803406343,5,16.9895677927366,0,437,0,0,8499.73718916154
conv,suv,32.1877519795015,7.5,531,25.77,5,15.9099728366317,0,437,0,0,101028.556028852
conv,truck,32.225,7.3,555,21.3889472486273,5,19.1687792614919,0,437,0,0,14998.9355768203
conv,van,23.137053783938,8.73594295900917,504,30.5203934777414,5,13.433646301738,0,437,0,0,2733.02550873925
ev,car,28.0767078721816,4.2,340,155.084,578,3.2,74,196.65,7500,0,142123.603109705
ev,minvan,35.541331849076,5.8,276,85.32,923,5.8,118.1,196.65,7500,0,3455.06073032224
ev,suv,38.5167839973096,4.30369993542086,374,128.9,818,3.8,104.7,196.65,7500,0,183680.701323041
ev,truck,36.1874432920546,5.79908656995352,264.63968376184,74.3817511370771,937,6.65850437564491,119.9,196.65,7500,0,3039.61098086863
fuelcell,car,22.5761640682955,8.31155782725479,442,72.2541818630281,5,6.27926858464736,1.8,196.65,0,6,4580.64663523686
fuelcell,minvan,34.9348309905683,10.2,459,62.1313162645374,5,7.39880339587509,1.9,196.65,0,6,1330.89024282821
fuelcell,suv,31.1189353177537,8.38709930425713,471.984145498814,63.2935443784816,5,7.3,1.8,196.65,0,6,8775.7963667489
fuelcell,truck,44.7102153407977,8.1,473,42.630067877008,5,10.64987273061,1.8,196.65,0,6,309.990455724257
hybrid,car,30.1128546140373,8.5,787.893448554416,55.0619566584701,5,7.4461648779346,1.4,437,0,1.5,8857.79611906259
hybrid,suv,43.2860398406836,8,747,46.2230901843302,5,8.87003129909853,1.7,437,0,1.5,4850.8114171136
hybrid,truck,28.5478259639043,10.4,667,53.2577721047319,5,7.69858319772276,1.3,437,0,1.5,267.370333104885
phev,car,31.5881481561163,7.28793623771607,827.52891834158,49.5864666523707,324.943979676237,4.94308349798794,17.8480933679816,275.31,7500,7.5,1494.00786119082
phev,minvan,31.8322658329482,8.4,799,42.712182188391,315,5.90170700165337,17.3,275.31,7500,7.5,2146.57962336758
phev,suv,27.2541905019372,6.3,757.238780664259,39.0003077679122,382.910580402476,5.4,21.0508750803693,275.31,7500,7.5,39252.6508934919
phev,truck,31.4169856154124,7.6,829,38.875071922938,315,6.7,17.3,275.31,7500,7.5,716.355635744719
