fueltype,bodytype,price,accel,range,mpge,refueltime_mins,cpmile,bev_energy,annmain,tax_credit,rebate,total_sales
cng,car,61.0266833488745,9.01535953639128,383.055293883318,30.9819074344211,5,4.9914155806355,0,437,0,0,323.195062511015
cng,suv,40.7864674354236,9.12003267147245,379.097596313099,30.7748051380036,5,5.05003500514905,0,437,0,0,294.792690858527
conv,car,18.9825885384479,7.6,609,31.49,5,13.0200063512226,0,437,0,0,128400.713122399
conv,minvan,30.123,7.4,526.212646869847,23.1952781495553,5,17.6764323635887,0,437,0,0,8654.08149543314
conv,suv,32.188,7.5,528,24.5156385093155,5,16.7240195119292,0,437,0,0,104210.187676245
conv,truck,32.045,7.2,555,20.5329765894894,5,19.9678803771841,0,437,0,0,16502.3275529203
conv,van,23.1468433373336,8.72877354853482,504,29.2174839011783,5,14.0327013409483,0,437,0,0,2531.89975875887
ev,car,29.015,4.2,353,153.895,604,3.2,77.3,196.65,7500,0,108282.692501181
ev,minvan,36.1058105593164,5.91139211101032,280.527386137177,85.5379979582801,904.198665164409,5.6848419067212,115.692278038912,196.65,7500,0,4432.09526879108
ev,suv,39.157,4.4,335,128.61,766,3.8,98,196.65,7500,0,177550.760354949
ev,truck,37.2470334055936,5.84676958943193,263.762841281412,74.1353584000767,937,6.56795554040912,119.9,196.65,7500,0,3274.2758262995
fuelcell,car,24.279081224657,8.4,442,72.8165049765522,5,6.78534257276845,1.8,196.65,0,6,6185.74896941168
fuelcell,minvan,36.839931223571,10.2,459,61.2519364860938,5,8.19823955809651,1.9,196.65,0,6,1614.40842091007
fuelcell,suv,33.0908669546754,8.4,471.264167357148,62.4160186803602,5,8,1.8,196.65,0,6,10142.3737571856
fuelcell,truck,47.3972042865947,8.15077675919323,473,42.0038348612102,5,11.7523302775797,1.8,196.65,0,6,364.221316982381
hybrid,car,30.345585955974,8.5,799.007702683237,52.9081167362761,5,7.75047258979206,1.39244954669711,437,0,1.5,8607.62413174621
hybrid,suv,44.3472123571022,8,777,44.2828490211429,5,9.25887401876454,1.6,437,0,1.5,3864.39464426117
hybrid,truck,28.6425748075806,10.4,667,51.2227853389114,5,8.00444822403262,1.3,437,0,1.5,255.388878870387
phev,car,27.3599010480198,7.36179897808228,788,48.320659679868,315,4.77393394046217,17.3,275.31,7500,7.5,3012.96992931801
phev,minvan,32.1342297201282,8.4,799,41.0667258094826,315,5.89484320115627,17.3,275.31,7500,7.5,3376.96534336248
phev,suv,27.6384589498649,6.4,760,38.0063898410588,315,5.35359133522517,17.3,275.31,7500,7.5,60411.9657943472
phev,truck,31.7198001121711,7.6,829,37.3457625822797,315,6.64763143135378,17.3,275.31,7500,7.5,1127.74904417643
