model_year,bodytype,fueltype,new_price,accel,range,mpge,refueltime_mins,cpmile,bev_energy
2048,truck,phev,35.115,8,263,32.09,487,6.7,26.8
2049,car,conv,21,8,604,35.42,5,11.5753811405985,0
2049,suv,conv,33.564,7.3,580,26.7,5,15.3558052434457,0
2049,truck,conv,32.82,7.2,555,21.27,5,19.2759755524212,0
2049,van,conv,22.95,10.3,480,32.99,5,12.4280084874204,0
2049,car,ev,44.894,5.7,321,123.349,685,3.9,87.7
2049,suv,ev,46.351,4.5,338,130.776,680,3.7,87.1
2049,truck,ev,43.124,4.8,282,100.353,740,4.8,94.7
2049,van,ev,39.996,5.8,318,115.481,725,4.2,92.8
2049,car,hybrid,31.79,8.8,805,48.35,5,8.47983453981386,0.5
2049,suv,hybrid,44.047,7.6,953,48.75,5,8.41025641025641,1.4
2049,truck,hybrid,33.247,7.5,693,46.06,5,8.90143291359097,1.2
2049,car,phev,38.598,5.4,668,39.27,487,5.7,26.8
2049,suv,phev,32.29,5.6,750,38.62,487,5.4,26.8
2049,truck,phev,35.091,8,263,32.18,487,6.7,26.8
2050,car,conv,21,8,604,35.55,5,11.5330520393812,0
2050,suv,conv,33.564,7.3,580,26.79,5,15.304217991788,0
2050,truck,conv,32.82,7.2,555,21.34,5,19.2127460168697,0
2050,van,conv,22.95,10.3,480,33.1,5,12.3867069486405,0
2050,car,ev,44.854,5.7,321,123.349,685,3.9,87.7
2050,suv,ev,46.311,4.5,338,130.776,680,3.7,87.1
2050,truck,ev,43.083,4.8,282,100.353,740,4.8,94.7
2050,van,ev,39.955,5.8,318,115.481,725,4.1,92.8
2050,car,hybrid,31.783,8.8,805,48.49,5,8.45535161889049,0.5
2050,suv,hybrid,44.035,7.6,953,48.89,5,8.38617304152178,1.4
2050,truck,hybrid,33.238,7.5,693,46.19,5,8.87638016886772,1.2
2050,car,phev,38.574,5.4,668,39.39,487,5.7,26.8
2050,suv,phev,32.266,5.6,750,38.74,487,5.4,26.8
2050,truck,phev,35.066,8,263,32.27,487,6.7,26.8
1975,van,conv,23.3742240648732,13.3634,222.1212,11.10606,5,,
1976,van,conv,23.3742240648732,13.3634,235.6784,11.78392,5,,
1977,van,conv,23.3742240648732,13.3634,250.2594,12.51297,5,,
1978,van,conv,23.3742240648732,13.3634,241.6018,12.08009,5,,
1979,van,conv,23.3742240648732,15.4545,229.6922,11.48461,5,,
1980,van,conv,23.3742240648732,16.5199,282.7284,14.13642,5,,
1981,van,conv,23.3742240648732,16.5318,296.8438,14.84219,5,,
1982,van,conv,23.3742240648732,17.5964,294.4808,14.72404,5,,
1983,van,conv,23.3742240648732,15.6505,301.3294,15.06647,5,,
1984,van,conv,23.3742240648732,15.8726,322.2776,16.11388,5,,
1985,van,conv,23.3742240648732,15.3213,330.9166,16.54583,5,,
1986,van,conv,23.3742240648732,14.7281,349.3978,17.46989,5,,
1987,van,conv,23.3742240648732,13.9292,353.1874,17.65937,5,,
1988,van,conv,23.3742240648732,13.8585,357.5562,17.87781,5,,
1989,van,conv,23.3742240648732,13.3943,355.9358,17.79679,5,,
1990,van,conv,23.3742240648732,12.4758,356.8752,17.84376,5,,
1991,van,conv,23.3742240648732,12.6888,358.2074,17.91037,5,,
1992,van,conv,23.3742240648732,12.2324,358.4382,17.92191,5,,
1993,van,conv,23.3742240648732,11.2051,364.0432,18.20216,5,,
1994,van,conv,23.3742240648732,11.0199,356.7514,17.83757,5,,
1995,van,conv,23.3742240648732,11.1799,361.56,18.078,5,,
1996,van,conv,23.3742240648732,11.2864,366.7922,18.33961,5,,
1997,van,conv,23.3742240648732,11.208,363.51,18.1755,5,,
1998,van,conv,23.3742240648732,11.1196,373.9346,18.69673,5,,
1999,van,conv,23.3742240648732,11.1321,365.5686,18.27843,5,,
2000,van,conv,23.3742240648732,10.6108,372.173,18.60865,5,,
2001,van,conv,23.3742240648732,10.0971,360.8766,18.04383,5,,
2002,van,conv,23.3742240648732,10.131,373.9994,18.69997,5,,
2003,van,conv,23.3742240648732,9.9551,379.6462,18.98231,5,,
2004,van,conv,23.3742240648732,9.6513,383.2564,19.16282,5,,
2005,van,conv,23.3742240648732,9.6906,386.043,19.30215,5,,
2006,van,conv,23.3742240648732,9.7382,390.5986,19.52993,5,,
2007,van,conv,23.3742240648732,9.427,389.9614,19.49807,5,,
2008,van,conv,23.3742240648732,9.6207,396.3906,19.81953,5,,
2009,van,conv,23.3742240648732,9.4307,401.317,20.06585,5,,
2010,van,conv,23.3742240648732,9.676,402.3718,20.11859,5,,
2011,van,conv,23.3742240648732,8.3973,418.9844,20.94922,5,,
2012,van,conv,23.3742240648732,8.5039,425.3766,21.26883,5,,
2013,van,conv,23.3742240648732,8.5479,421.1594,21.05797,5,,
2014,van,conv,23.3742240648732,8.277,425.3804,21.26902,5,,
1975,truck,conv,31.3426812650796,13.3834,238.2952,11.91476,5,,
1976,truck,conv,31.3426812650796,13.3834,248.8322,12.44161,5,,
1977,truck,conv,31.3426812650796,13.3834,271.1514,13.55757,5,,
1978,truck,conv,31.3426812650796,13.3834,266.5634,13.32817,5,,
1979,truck,conv,31.3426812650796,14.9015,264.2998,13.21499,5,,
1980,truck,conv,31.3426812650796,15.5542,330.3768,16.51884,5,,
1981,truck,conv,31.3426812650796,15.5938,357.6456,17.88228,5,,
1982,truck,conv,31.3426812650796,16.3908,369.7004,18.48502,5,,
1983,truck,conv,31.3426812650796,15.1782,377.5302,18.87651,5,,
1984,truck,conv,31.3426812650796,15.0923,365.1998,18.25999,5,,
1985,truck,conv,31.3426812650796,14.1795,364.0274,18.20137,5,,
1986,truck,conv,31.3426812650796,13.5534,377.25,18.8625,5,,
1987,truck,conv,31.3426812650796,13.5302,380.7702,19.03851,5,,
1988,truck,conv,31.3426812650796,13.1264,362.8434,18.14217,5,,
1989,truck,conv,31.3426812650796,12.3688,356.0412,17.80206,5,,
1990,truck,conv,31.3426812650796,11.3368,348.2306,17.41153,5,,
1991,truck,conv,31.3426812650796,11.4214,363.7376,18.18688,5,,
1992,truck,conv,31.3426812650796,11.2471,349.6174,17.48087,5,,
1993,truck,conv,31.3426812650796,10.3501,351.7062,17.58531,5,,
1994,truck,conv,31.3426812650796,10.152,348.8186,17.44093,5,,
1995,truck,conv,31.3426812650796,10.3353,337.8064,16.89032,5,,
1996,truck,conv,31.3426812650796,10.5059,342.9592,17.14796,5,,
1997,truck,conv,31.3426812650796,10.1709,336.7458,16.83729,5,,
1998,truck,conv,31.3426812650796,10.5256,339.9132,16.99566,5,,
1999,truck,conv,31.3426812650796,10.3127,325.7014,16.28507,5,,
2000,truck,conv,31.3426812650796,9.8163,333.0608,16.65304,5,,
2001,truck,conv,31.3426812650796,9.4472,319.066,15.9533,5,,
2002,truck,conv,31.3426812650796,9.4478,315.0532,15.75266,5,,
2003,truck,conv,31.3426812650796,9.4599,321.5436,16.07718,5,,
2004,truck,conv,31.3426812650796,9.1017,314.7368,15.73684,5,,
2005,truck,conv,31.3426812650796,8.8009,316.9748,15.84874,5,,
2006,truck,conv,31.3426812650796,8.9412,322.7746,16.13873,5,,
2007,truck,conv,31.3426812650796,8.9272,323.3708,16.16854,5,,
2008,truck,conv,31.3426812650796,8.9017,329.5098,16.47549,5,,
2009,truck,conv,31.3426812650796,8.5022,337.9976,16.89988,5,,
2010,truck,conv,31.3426812650796,8.4158,337.0404,16.85202,5,,
2011,truck,conv,31.3426812650796,8.1543,344.7374,17.23687,5,,
2012,truck,conv,31.3426812650796,7.9302,344.1498,17.20749,5,,
2013,truck,conv,31.3426812650796,7.7965,349.4786,17.47393,5,,
2014,truck,conv,31.3426812650796,7.6359,360.754,18.0377,5,,
1975,car,conv,25.1683403050752,13.6978,201.87495,13.45833,5,,
1976,car,conv,25.1683403050752,13.6978,223.02675,14.86845,5,,
1977,car,conv,25.1683403050752,13.6978,233.89455,15.59297,5,,
1978,car,conv,25.1683403050752,13.6978,254.23485,16.94899,5,,
1979,car,conv,25.1683403050752,14.5135,258.68205,17.24547,5,,
1980,car,conv,25.1683403050752,15.5474,300.1815,20.0121,5,,
1981,car,conv,25.1683403050752,15.5567,321.24465,21.41631,5,,
1982,car,conv,25.1683403050752,16.6289,333.1776,22.21184,5,,
1983,car,conv,25.1683403050752,14.8298,331.36845,22.09123,5,,
1984,car,conv,25.1683403050752,14.5251,336.6285,22.4419,5,,
1985,car,conv,25.1683403050752,13.8858,345.23895,23.01593,5,,
1986,car,conv,25.1683403050752,13.2412,355.8603,23.72402,5,,
1987,car,conv,25.1683403050752,13.3411,357.09885,23.80659,5,,
1988,car,conv,25.1683403050752,13.2717,362.22855,24.14857,5,,
1989,car,conv,25.1683403050752,12.4652,355.64805,23.70987,5,,
1990,car,conv,25.1683403050752,11.3542,350.01435,23.33429,5,,
1991,car,conv,25.1683403050752,11.2824,351.42375,23.42825,5,,
1992,car,conv,25.1683403050752,10.7402,346.04925,23.06995,5,,
1993,car,conv,25.1683403050752,10.1248,351.8871,23.45914,5,,
1994,car,conv,25.1683403050752,9.9253,349.095,23.273,5,,
1995,car,conv,25.1683403050752,9.7956,351.65325,23.44355,5,,
1996,car,conv,25.1683403050752,10.1113,350.0187,23.33458,5,,
1997,car,conv,25.1683403050752,10.0287,350.5866,23.37244,5,,
1998,car,conv,25.1683403050752,10.1931,350.52015,23.36801,5,,
1999,car,conv,25.1683403050752,10.0517,345.07035,23.00469,5,,
2000,car,conv,25.1683403050752,9.5095,343.71525,22.91435,5,,
2001,car,conv,25.1683403050752,9.328,345.6831,23.04554,5,,
2002,car,conv,25.1683403050752,9.3208,346.269,23.0846,5,,
2003,car,conv,25.1683403050752,9.1145,349.15095,23.27673,5,,
2004,car,conv,25.1683403050752,8.9634,347.10645,23.14043,5,,
2005,car,conv,25.1683403050752,8.9322,352.36185,23.49079,5,,
2006,car,conv,25.1683403050752,8.7246,349.491,23.2994,5,,
2007,car,conv,25.1683403050752,8.8438,361.61835,24.10789,5,,
2008,car,conv,25.1683403050752,8.8335,364.0098,24.26732,5,,
2009,car,conv,25.1683403050752,8.8638,380.06835,25.33789,5,,
2010,car,conv,25.1683403050752,8.8157,392.4327,26.16218,5,,
2011,car,conv,25.1683403050752,8.5097,387.3255,25.8217,5,,
2012,car,conv,25.1683403050752,8.5831,413.99565,27.59971,5,,
2013,car,conv,25.1683403050752,8.4263,425.36595,28.35773,5,,
2014,car,conv,25.1683403050752,8.3639,425.77965,28.38531,5,,
1975,suv,conv,30.8158064396235,13.244912631579,220.530328342246,11.0265164171123,5,,
1976,suv,conv,30.8158064396235,13.244912631579,234.303217283951,11.7151608641975,5,,
1977,suv,conv,30.8158064396235,13.244912631579,255.994764664311,12.7997382332156,5,,
1978,suv,conv,30.8158064396235,13.244912631579,245.127090526316,12.2563545263158,5,,
1979,suv,conv,30.8158064396235,14.8532608478803,213.599996508728,10.6799998254364,5,,
1980,suv,conv,30.8158064396235,15.6591,263.7262,13.18631,5,,
1981,suv,conv,30.8158064396235,15.3652,286.0316,14.30158,5,,
1982,suv,conv,30.8158064396235,16.8087208588957,302.043265030675,15.1021632515337,5,,
1983,suv,conv,30.8158064396235,15.4676634482759,327.365950344828,16.3682975172414,5,,
1984,suv,conv,30.8158064396235,15.6064784,329.2993136,16.46496568,5,,
1985,suv,conv,30.8158064396235,15.3743065217391,339.240802173913,16.9620401086957,5,,
1986,suv,conv,30.8158064396235,13.9308558861578,343.565576196637,17.1782788098318,5,,
1987,suv,conv,30.8158064396235,13.4566456521739,350.152960869565,17.5076480434783,5,,
1988,suv,conv,30.8158064396235,13.1948579545455,345.471630991736,17.2735815495868,5,,
1989,suv,conv,30.8158064396235,12.2482695464363,337.02365399568,16.851182699784,5,,
1990,suv,conv,30.8158064396235,11.6001331920904,333.147833615819,16.657391680791,5,,
1991,suv,conv,30.8158064396235,11.6097301369863,340.700685114155,17.0350342557078,5,,
1992,suv,conv,30.8158064396235,11.055924501992,332.005716733068,16.6002858366534,5,,
1993,suv,conv,30.8158064396235,9.89866010678871,331.149181083143,16.5574590541571,5,,
1994,suv,conv,30.8158064396235,10.0310573012939,328.450305853358,16.4225152926679,5,,
1995,suv,conv,30.8158064396235,10.3774640969163,324.360294273128,16.2180147136564,5,,
1996,suv,conv,30.8158064396235,10.4894855555556,331.237008888889,16.5618504444444,5,,
1997,suv,conv,30.8158064396235,10.4521804489796,331.774683428571,16.5887341714286,5,,
1998,suv,conv,30.8158064396235,10.7118522665633,330.558816195273,16.5279408097637,5,,
1999,suv,conv,30.8158064396235,10.4028311660777,329.882745865724,16.4941372932862,5,,
2000,suv,conv,30.8158064396235,9.97758727330576,327.541091632199,16.3770545816099,5,,
2001,suv,conv,30.8158064396235,9.5770544057971,338.688308811594,16.9344154405797,5,,
2002,suv,conv,30.8158064396235,9.42377365155131,334.794079331742,16.7397039665871,5,,
2003,suv,conv,30.8158064396235,9.30186107091172,338.164051374819,16.908202568741,5,,
2004,suv,conv,30.8158064396235,9.10016001272804,338.934711837081,16.9467355918541,5,,
2005,suv,conv,30.8158064396235,9.00437735618115,348.558881811505,17.4279440905753,5,,
2006,suv,conv,30.8158064396235,9.08209771093958,356.407950492414,17.8203975246207,5,,
2007,suv,conv,30.8158064396235,8.9411418615639,366.422680321285,18.3211340160643,5,,
2008,suv,conv,30.8158064396235,8.99242852852853,377.642848048048,18.8821424024024,5,,
2009,suv,conv,30.8158064396235,8.6878758828596,400.025207924203,20.0012603962102,5,,
2010,suv,conv,30.8158064396235,8.71107313664596,412.651290062112,20.6325645031056,5,,
2011,suv,conv,30.8158064396235,8.62316934050515,417.270993358279,20.8635496679139,5,,
2012,suv,conv,30.8158064396235,8.5034989345887,420.745106095144,21.0372553047572,5,,
2013,suv,conv,30.8158064396235,8.48768246268657,438.612678689884,21.9306339344942,5,,
2014,suv,conv,30.8158064396235,8.49644006069803,448.749867450683,22.4374933725341,5,,
2011,car,ev,74.9611100119447,5.2842027234049,255,121.136909627753,547,4.99985697986417,70
2011,car,phev,35.2563863665486,7.7696730887859,641.490405559038,40.635806308931,289.880480092429,5.04417724207353,15.9384264050836
2012,car,ev,74.9611100119447,5.2842027234049,255,121.136909627753,547,4.99985697986417,70
2012,car,phev,35.2563863665486,7.7696730887859,641.490405559038,40.635806308931,289.880480092429,5.04417724207353,15.9384264050836
2013,car,ev,74.9611100119447,5.2842027234049,255,121.136909627753,547,4.99985697986417,70
2013,car,phev,35.2563863665486,7.7696730887859,641.490405559038,40.635806308931,289.880480092429,5.04417724207353,15.9384264050836
2014,car,ev,74.9611100119447,5.2842027234049,255,121.136909627753,547,4.99985697986417,70
2014,car,phev,35.2563863665486,7.7696730887859,641.490405559038,40.635806308931,289.880480092429,5.04417724207353,15.9384264050836
2004,truck,hybrid,30.83,9.1017,728.127565594533,36.4063782797267,5,,
2005,truck,hybrid,30.83,8.8009,733.305064672495,36.6652532336247,5,,
2006,truck,hybrid,30.83,8.9412,746.722606742361,37.3361303371181,5,,
2007,truck,hybrid,30.83,8.9272,748.101885093693,37.4050942546847,5,,
2009,truck,hybrid,30.83,8.5022,781.940242338344,39.0970121169172,5,,
2010,truck,hybrid,30.83,8.4158,779.725808863176,38.9862904431588,5,,
2011,truck,hybrid,30.83,8.1543,797.532426558918,39.8766213279459,5,,
2012,truck,hybrid,30.83,7.9302,796.173043869816,39.8086521934908,5,,
2013,truck,hybrid,30.83,7.7965,808.500951415232,40.4250475707616,5,,
2000,car,hybrid,28.7868932717313,9.5095,554.541733921926,36.9694489281284,5,,
2001,car,hybrid,28.7868932717313,9.328,557.716614731254,37.1811076487502,5,,
2002,car,hybrid,28.7868932717313,9.3208,558.661891386581,37.2441260924387,5,,
2003,car,hybrid,28.7868932717313,9.1145,563.311558662258,37.5541039108172,5,,
2004,car,hybrid,28.7868932717313,8.9634,560.013012627413,37.3342008418275,5,,
2005,car,hybrid,28.7868932717313,8.9322,568.491945780519,37.8994630520346,5,,
2006,car,hybrid,28.7868932717313,8.7246,563.860186971942,37.5906791314628,5,,
2007,car,hybrid,28.7868932717313,8.8438,583.426155304386,38.8950770202924,5,,
2008,car,hybrid,28.7868932717313,8.8335,587.284461939275,39.1522974626183,5,,
2009,car,hybrid,28.7868932717313,8.8638,613.19293170101,40.8795287800673,5,,
2010,car,hybrid,28.7868932717313,8.8157,633.141270006678,42.2094180004452,5,,
2011,car,hybrid,28.7868932717313,8.5097,624.901439089994,41.6600959393329,5,,
2012,car,hybrid,28.7868932717313,8.5831,667.930403399718,44.5286935599812,5,,
2013,car,hybrid,28.7868932717313,8.4263,686.274965874651,45.7516643916434,5,,
2014,car,hybrid,28.7868932717313,8.3639,686.94241928361,45.796161285574,5,,
2005,suv,hybrid,47.1326664716628,9.00437735618115,603.550794453142,30.1775397226571,5,,
2006,suv,hybrid,47.1326664716628,9.08209771093958,617.141931805487,30.8570965902743,5,,
2007,suv,hybrid,47.1326664716628,8.9411418615639,634.483042475326,31.7241521237663,5,,
2008,suv,hybrid,47.1326664716628,8.99242852852853,653.911441803986,32.6955720901993,5,,
2009,suv,hybrid,47.1326664716628,8.6878758828596,692.667852241104,34.6333926120552,5,,
2010,suv,hybrid,47.1326664716628,8.71107313664596,714.530677441715,35.7265338720857,5,,
2011,suv,hybrid,47.1326664716628,8.62316934050515,722.529973227978,36.1264986613989,5,,
2012,suv,hybrid,47.1326664716628,8.5034989345887,728.54560964343,36.4272804821715,5,,
2013,suv,hybrid,47.1326664716628,8.48768246268657,759.484392722085,37.9742196361043,5,,
2014,suv,hybrid,47.1326664716628,8.49644006069803,777.037548442301,38.8518774221151,5,,
1975,minvan,conv,29.4095639349348,13.3634,222.1212,11.10606,5,,
1976,minvan,conv,29.4095639349348,13.3634,235.6784,11.78392,5,,
1977,minvan,conv,29.4095639349348,13.3634,250.2594,12.51297,5,,
1978,minvan,conv,29.4095639349348,13.3634,241.6018,12.08009,5,,
1979,minvan,conv,29.4095639349348,15.4545,229.6922,11.48461,5,,
1980,minvan,conv,29.4095639349348,16.5199,282.7284,14.13642,5,,
1981,minvan,conv,29.4095639349348,16.5318,296.8438,14.84219,5,,
1982,minvan,conv,29.4095639349348,17.5964,294.4808,14.72404,5,,
1983,minvan,conv,29.4095639349348,15.6505,301.3294,15.06647,5,,
1984,minvan,conv,29.4095639349348,15.8726,322.2776,16.11388,5,,
1985,minvan,conv,29.4095639349348,15.3213,330.9166,16.54583,5,,
1986,minvan,conv,29.4095639349348,14.7281,349.3978,17.46989,5,,
1987,minvan,conv,29.4095639349348,13.9292,353.1874,17.65937,5,,
1988,minvan,conv,29.4095639349348,13.8585,357.5562,17.87781,5,,
1989,minvan,conv,29.4095639349348,13.3943,355.9358,17.79679,5,,
1990,minvan,conv,29.4095639349348,12.4758,356.8752,17.84376,5,,
1991,minvan,conv,29.4095639349348,12.6888,358.2074,17.91037,5,,
1992,minvan,conv,29.4095639349348,12.2324,358.4382,17.92191,5,,
1993,minvan,conv,29.4095639349348,11.2051,364.0432,18.20216,5,,
1994,minvan,conv,29.4095639349348,11.0199,356.7514,17.83757,5,,
1995,minvan,conv,29.4095639349348,11.1799,361.56,18.078,5,,
1996,minvan,conv,29.4095639349348,11.2864,366.7922,18.33961,5,,
1997,minvan,conv,29.4095639349348,11.208,363.51,18.1755,5,,
1998,minvan,conv,29.4095639349348,11.1196,373.9346,18.69673,5,,
1999,minvan,conv,29.4095639349348,11.1321,365.5686,18.27843,5,,
2000,minvan,conv,29.4095639349348,10.6108,372.173,18.60865,5,,
2001,minvan,conv,29.4095639349348,10.0971,360.8766,18.04383,5,,
2002,minvan,conv,29.4095639349348,10.131,373.9994,18.69997,5,,
2003,minvan,conv,29.4095639349348,9.9551,379.6462,18.98231,5,,
2004,minvan,conv,29.4095639349348,9.6513,383.2564,19.16282,5,,
2005,minvan,conv,29.4095639349348,9.6906,386.043,19.30215,5,,
2006,minvan,conv,29.4095639349348,9.7382,390.5986,19.52993,5,,
2007,minvan,conv,29.4095639349348,9.427,389.9614,19.49807,5,,
2008,minvan,conv,29.4095639349348,9.6207,396.3906,19.81953,5,,
2009,minvan,conv,29.4095639349348,9.4307,401.317,20.06585,5,,
2010,minvan,conv,29.4095639349348,9.676,402.3718,20.11859,5,,
2011,minvan,conv,29.4095639349348,8.3973,418.9844,20.94922,5,,
2012,minvan,conv,29.4095639349348,8.5039,425.3766,21.26883,5,,
2013,minvan,conv,29.4095639349348,8.5479,421.1594,21.05797,5,,
2014,minvan,conv,29.4095639349348,8.277,425.3804,21.26902,5,,
