model_year,bodytype,fueltype,new_price,accel,range,mpge,refueltime_mins,cpmile,bev_energy,annmain,price
2015,car,conv,29.215,6.8,478,24.26,5,16.9002473206925,0,588,10.1341370856673
2015,suv,conv,33.825,7.2,511,21.33,5,19.2217533989686,0,588,11.7332598638609
2015,truck,conv,31.56,7.7,612,18.87,5,21.7276099629041,0,588,10.9475737266356
2015,van,conv,22.95,10.3,480,26.55,5,15.4425612052731,0,588,7.96092576128921
2015,car,ev,75,5,255,122.764,547,5,70,264.6,15.5478989677684
2015,car,hybrid,32.825,8.9,805,36.67,5,11.1808017452959,0.5,588,10.6467448739302
2015,suv,hybrid,46.395,7.7,953,36.66,5,11.1838516093835,1.4,588,15.0481562353691
2015,truck,hybrid,30.83,10.5,667,42.18,5,9.72024656235183,1.3,588,9.99966929057939
2015,car,phev,35.155,7.7,624,40.31,311,5,17.1,370.44,9.72806293729032
2015,suv,phev,77.395,6.5,1114,31.71,196,7.6,10.8,370.44,21.4166812980112
2016,car,conv,28.555,7.1,538,24.66,5,16.6261151662611,0,588,11.1670748926574
2016,suv,conv,33.825,7.2,511,21.33,5,19.2217533989686,0,588,13.2280269040145
2016,truck,conv,32.82,7.2,555,17.12,5,23.9485981308411,0,588,12.8349990536514
2016,van,conv,22.95,10.3,480,26.55,5,15.4425612052731,0,588,8.97511359784579
2016,car,ev,68.77,5,255,122.764,547,4.8,70,264.6,17.6440431025319
2016,suv,ev,95.5,4.9,272,101.849,703,5.8,90,264.6,24.5020520036614
2016,car,hybrid,32.825,8.9,805,36.67,5,11.1808017452959,0.5,588,12.1123377405349
2016,suv,hybrid,46.395,7.7,953,36.67,5,11.1808017452959,1.4,588,17.1196316670866
2016,truck,hybrid,30.83,10.5,667,42.19,5,9.71794264043612,1.3,588,11.3761880438901
2016,car,phev,34.795,7.7,624,40.35,311,4.6,17.1,370.44,11.5448969194327
2016,suv,phev,77.369,6.5,1114,31.74,196,6.8,10.8,370.44,25.6708472412586
2017,car,conv,28.555,7.1,538,24.66,5,16.6261151662611,0,437,12.5897123930748
2017,suv,conv,33.825,7.2,511,21.33,5,19.2217533989686,0,437,14.9132208613467
