fueltype,bodytype,price,accel,range,mpge,refueltime_mins,cpmile,bev_energy,annmain,tax_credit,rebate,total_sales
cng,car,48.0925416458826,7,361,30.5428086842791,5,4.7,0,437,0,0,245.064411062957
cng,suv,51.4415015418047,10.1,347,29.299989721302,5,4.9,0,437,0,0,141.75545814067
cng,truck,39.047,9.6,400,33.84,5,4.2,0,437,0,0,100.064769133945
conv,car,18.957,7.6,596,34.21,5,11.9847997661502,0,437,0,0,184527.112653978
conv,minvan,30.0631111925107,7.4,526,24.9970295926544,5,16.4019813649271,0,437,0,0,9933.2496812641
conv,suv,31.995,7.5,528,27.0150849277848,5,15.1767168886263,0,437,0,0,107500.243178163
conv,truck,32.0824862306841,7.35940553566321,555,22.1676941701761,5,18.4954180546836,0,437,0,0,15264.562683797
conv,van,23.1260768227017,8.74206558239178,504,31.5877708429594,5,12.979711856944,0,437,0,0,3325.84392686308
ev,car,43.360399040732,5.7,323,133.207450279259,625.615045915651,3.7,80.0961100974383,196.65,7500,0,14392.59540808
ev,minvan,47.1109186414688,6.38950541791455,260.509041465489,91.2566524840733,756.272150430706,5.35333031177989,96.749623078981,196.65,7500,0,1110.05929486696
ev,suv,46.0907802673136,4.2,329,133.227768095447,666,3.7,85.2,196.65,7500,0,226101.922770382
ev,truck,48.3823950511458,5.8,263,73.921,937,6.6,119.9,196.65,7500,0,2432.2960220937
ev,van,40.265181952502,5.8,318,115.481,725,4.2,92.8,196.65,7500,0,509.756051371872
fuelcell,car,22.4487342796151,8,442,73.6358815421006,5,5.4,1.8,196.65,0,6,5778.22945030635
fuelcell,minvan,34.9236375048464,10.1228327512727,459.456655025455,63.5086814493908,5,6.31427046954546,1.9,196.65,0,6,1636.89862496387
fuelcell,suv,32.1643544254866,8.1,468.845556593097,62.1691129314431,5,6.45851174850229,1.8,196.65,0,6,10020.4237034842
fuelcell,truck,43.1012068565073,8.1,473,43.7182895744352,5,9.11463803195605,1.8,196.65,0,6,580.25854969995
hybrid,car,30.680371361265,8.2541828515652,778,53.1935884884484,5,7.70770133707748,1.48144742242076,437,0,1.5,9567.58384983684
hybrid,suv,44.1324445168136,8.17593164756687,779,47.3492219272665,5,8.65907820864114,1.5,437,0,1.5,2683.42287287595
hybrid,truck,30.6444667181839,9.47040136300407,675.33433260755,51.6429362557171,5,8.00167351042244,1.26794487458635,437,0,1.5,589.561095760473
phev,car,33.323063899421,6.54296121057163,846,48.4890573840029,487,4.8,26.8,275.31,7500,7.5,1599.3527304172
phev,minvan,36.2090844440033,8.3,799,43.8787493387016,315,5.89964337355715,17.3,275.31,7500,7.5,1874.23177741061
phev,suv,32.435,5.7,691.027509151874,39.006155368364,487,5.4,26.8,275.31,7500,7.5,64226.2756734648
phev,truck,35.2516661093363,8,263,31.5878844543894,487,6.7,26.8,275.31,7500,7.5,2172.71402771491
