model_year,bodytype,fueltype,new_price,accel,range,mpge,refueltime_mins,cpmile,bev_energy,annmain,price
2015,car,conv,29.215,6.8,478,24.26,5,16.9002473206925,0,588,6.27308618194083
2015,suv,conv,33.825,7.2,511,21.33,5,19.2217533989686,0,588,7.2629519118312
2015,truck,conv,31.56,7.7,612,18.87,5,21.7276099629041,0,588,6.7766079035445
2015,van,conv,22.95,10.3,480,26.55,5,15.4425612052731,0,588,4.92785650780565
2015,car,ev,75,5,255,122.764,547,5,70,264.6,6.62700278289803
2015,car,hybrid,32.825,8.9,805,36.67,5,11.1808017452959,0.5,588,6.35583109747831
2015,suv,hybrid,46.395,7.7,953,36.66,5,11.1838516093835,1.4,588,8.9833597492005
2015,truck,hybrid,30.83,10.5,667,42.18,5,9.72024656235183,1.3,588,5.96954372384635
2015,car,phev,35.155,7.7,624,40.31,311,5,17.1,370.44,4.70641884373957
2015,suv,phev,77.395,6.5,1114,31.71,196,7.6,10.8,370.44,10.3613507726134
2016,car,conv,28.555,7.1,538,24.66,5,16.6261151662611,0,588,6.91248032364806
2016,suv,conv,33.825,7.2,511,21.33,5,19.2217533989686,0,588,8.18822087015919
2016,truck,conv,32.82,7.2,555,17.12,5,23.9485981308411,0,588,7.94493448510346
2016,van,conv,22.95,10.3,480,26.55,5,15.4425612052731,0,588,5.55564431545169
2016,car,ev,68.77,5,255,122.764,547,4.8,70,264.6,7.52044523729204
2016,suv,ev,95.5,4.9,272,101.849,703,5.8,90,264.6,10.4435439895505
2016,car,hybrid,32.825,8.9,805,36.67,5,11.1808017452959,0.5,588,7.23075210179558
2016,suv,hybrid,46.395,7.7,953,36.67,5,11.1808017452959,1.4,588,10.2199769615478
2016,truck,hybrid,30.83,10.5,667,42.19,5,9.71794264043612,1.3,588,6.7912897882211
2016,car,phev,34.795,7.7,624,40.35,311,4.6,17.1,370.44,5.58539976158746
2016,suv,phev,77.369,6.5,1114,31.74,196,6.8,10.8,370.44,12.4195083820739
2017,car,conv,28.555,7.1,538,24.66,5,16.6261151662611,0,588,7.79310070309815
2017,suv,conv,33.825,7.2,511,21.33,5,19.2217533989686,0,588,9.23136512982998
2017,truck,conv,32.82,7.2,555,17.12,5,23.9485981308411,0,588,8.95708510158226
2017,van,conv,22.95,10.3,480,26.55,5,15.4425612052731,0,588,6.26340960028375
2017,car,ev,58.52,5.8,255,122.764,547,4.6,70,264.6,7.92022438272377
2017,suv,ev,88.75,4.9,272,101.849,703,5.7,90,264.6,12.0116184888369
2017,car,hybrid,32.825,8.9,805,36.68,5,11.1777535441658,0.5,588,8.22611160613831
2017,suv,hybrid,46.395,7.7,953,36.68,5,11.1777535441658,1.4,588,11.6268224818519
2017,truck,hybrid,30.83,10.5,667,42.2,5,9.71563981042654,1.3,588,7.72615448034255
2017,car,phev,34.491,7.7,624,40.39,311,4.6,17.1,370.44,6.63861001477007
2017,suv,phev,35.556,6.8,859,34.51,315,6,17.3,370.44,6.84359449378576
2018,car,conv,28.555,7.1,538,24.66,5,16.6261151662611,0,588,8.78590834622114
2018,suv,conv,33.825,7.2,511,21.33,5,19.2217533989686,0,588,10.4074014992446
2018,truck,conv,32.82,7.2,555,17.12,5,23.9485981308411,0,588,10.0981793704422
2018,van,conv,22.95,10.3,480,26.55,5,15.4425612052731,0,588,7.06134115026353
2018,car,ev,58.52,5.8,255,122.764,547,4.5,70,264.6,9.8022578994106
2018,suv,ev,88.75,4.9,272,101.849,703,5.6,90,264.6,14.8658644663823
2018,car,hybrid,32.825,8.9,805,36.68,5,11.1777535441658,0.5,588,9.35848874418466
2018,suv,hybrid,46.395,7.7,953,36.69,5,11.1747070046334,1.4,588,13.2273293308895
2018,truck,hybrid,30.83,10.5,667,42.2,5,9.71563981042654,1.3,588,8.78970930641928
2018,car,phev,34.491,7.7,624,40.43,311,4.5,17.1,370.44,7.9599640464869
2018,suv,phev,35.556,6.8,859,34.54,315,5.8,17.3,370.44,8.20574879350811
2019,car,conv,27.955,6.9,554,24.01,5,17.076218242399,0,588,9.69706665171416
2019,suv,conv,33.825,7.2,511,21.33,5,19.2217533989686,0,588,11.7332598638609
2019,truck,conv,32.82,7.2,555,17.12,5,23.9485981308411,0,588,11.3846441605888
