fueltype,bodytype,price,accel,range,mpge,refueltime_mins,cpmile,bev_energy,annmain,tax_credit,rebate,total_sales
cng,car,40.1597779723208,10.0353007547734,390,35.3175406783903,5,4.52236249386956,0,437,0,0,621.165478609878
conv,car,19.1778601875976,7.6,606,29.43,5,13.9313625552158,0,437,0,0,238508.21104107
conv,minvan,30.123,7.4,526.214477392481,21.715423127086,5,18.8810735094688,0,437,0,0,15062.8276117548
conv,suv,32.0080810669362,7.5,523,23.2277138880219,5,17.6513294752511,0,437,0,0,182775.922184584
conv,truck,31.8829310140977,7.27488240753664,555.191693865349,19.2112489036134,5,21.3416636364236,0,437,0,0,33142.601714215
conv,van,23.1930433709989,8.72617068320007,504,27.3248277459325,5,15.0046748626375,0,437,0,0,4489.04678201856
ev,car,38.4835692159025,5.00267120719821,377,159.81,621,3.3,79.5,196.65,7500,0,16444.6152312408
ev,minvan,47.7676036573825,7.11310751957491,258,93.49,727,5.51634642659649,93,196.65,7500,0,2677.982959605
ev,suv,48.191,4.85767799832533,335,129.74916084799,680,4.05435077758197,87.1,196.65,7500,0,52979.8785394104
fuelcell,car,37.0220090183087,8.2,420,69.0886363409397,5,10.8853430522012,1.65068856778281,196.65,0,6,1940.58299258389
fuelcell,minvan,42.5521403454085,10.3,459,58.1824628883475,5,13.8905511753289,1.9,196.65,0,6,1495.72679314238
fuelcell,suv,35.9594060515555,9.91446922268375,477.94971363643,61.1954683728322,5,13.1293106872312,1.9,196.65,0,6,3806.42233448257
fuelcell,truck,52.176,8.2,473,40.36,5,17.3,1.8,196.65,0,6,158.953273996659
hybrid,car,29.3434297105516,8.8,803.794911949686,51.8655818210562,5,7.9053581362941,1.3,437,0,1.5,14665.3035520267
hybrid,suv,45.9308378727189,8.09376983336599,794.894867042972,42.4045908202799,5,9.66879287765573,1.6,437,0,1.5,4647.18087730753
hybrid,truck,29.6525657280592,10.4,667,50.0338204102916,5,8.19701897043598,1.3,437,0,1.5,441.45949996381
phev,car,32.1813148310216,7.6,825.998657687844,46.4910118182339,315,4.67082486845964,17.3,275.31,7500,7.5,3379.58607084149
phev,minvan,36.9932443374407,8.6,799,40.0076227808377,315,5.70527552465918,17.3,275.31,7500,7.5,4621.11999519354
phev,suv,32.2513160703182,6.53051668087712,781,40.8181227158303,315,5.3,17.3,275.31,7500,7.5,54278.1073947238
phev,truck,36.5773038135785,7.7,829,35.939734213773,315,6.55225864076321,17.3,275.31,7500,7.5,1601.38292563576
