fueltype,bodytype,price,accel,range,mpge,refueltime_mins,cpmile,bev_energy,annmain,tax_credit,rebate,total_sales
cng,car,51.3642461464432,9.13503236186426,375.794558275201,32.5890412659756,5,4.44586030155355,0,437,0,0,49.9835687364348
cng,suv,87.573,7.2,306,26.48,5,5.5,0,437,0,0,11.4476549081406
cng,truck,38.944,9.6,400,34.61,5,4.2,0,437,0,0,89.4305522066012
conv,car,18.957,7.9,596.171873631438,35.26,5,11.6279069767442,0,437,0,0,87635.6725740214
conv,minvan,31.5316743571285,7.5045626965662,536.928729318812,26.1092626265747,5,15.7051946631826,0,437,0,0,3415.97093577542
conv,suv,32.0005903642069,7.5,524.789419778559,27.8831354916097,5,14.7044776804293,0,437,0,0,44445.4824523255
conv,truck,31.7121834535538,7.34358874513318,555,22.7725084224158,5,18.0043870661065,0,437,0,0,6503.92752382174
conv,van,23.3577830567381,8.73526907605808,504.729259279349,32.3952171365671,5,12.6564102305607,0,437,0,0,1469.690909586
ev,car,43.0705059103504,5.7,312.644842093839,126.728450034977,630.319076716016,3.72017891769155,80.6981670063449,196.65,7500,0,8091.88716370239
ev,minvan,48.3825932899015,6.03809126613968,264.742904806324,87.528148333742,805.667222740445,5.5120664048309,103.076896627228,196.65,7500,0,500.3040177626
ev,suv,45.3853160515611,4.1,327,133.421,649,3.6,83.1,196.65,7500,0,138857.937396352
ev,truck,43.0804787772652,5.76207625348975,279.392957578608,103.432988723419,748.564151537383,4.64242357907403,95.8418868716511,196.65,7500,0,995.752223145726
ev,van,39.955,5.8,318,115.481,725,4.1,92.8,196.65,7500,0,225.869719616896
fuelcell,car,24.8180777295728,7.44764682150794,499.308063544549,64.1627581448371,5,6.26454692011687,1.8,196.65,0,6,1407.03760722967
fuelcell,minvan,33.7170303689065,10.3748094996791,464.496189993582,62.830608489578,5,6.37175593729942,1.9,196.65,0,6,773.160561976711
fuelcell,suv,30.7556879389451,8.06800794707979,468.759795117707,63.1521443603846,5,6.34582647636128,1.8,196.65,0,6,4702.4760640174
fuelcell,truck,38.1292782903349,8.35689624382905,464.27586959529,51.8782693415353,5,7.92931126851284,1.8,196.65,0,6,366.876116319982
hybrid,car,30.4958713422415,8.22048250036194,771.752785581749,54.4066143719424,5,7.53585595905031,1.5024537262443,437,0,1.5,4178.57034390945
hybrid,suv,44.3798180101181,8.18749520288429,786.310975360905,48.448761006246,5,8.46260986354799,1.47061887908427,437,0,1.5,1103.92082692507
hybrid,truck,31.9102312421557,8.47506442080238,684.258043123841,49.5119436129405,5,8.35048692099895,1.23362291106215,437,0,1.5,384.361860235483
phev,car,35.2106402741378,7.0906784021434,749.597114788533,47.4610774388894,347.455936217187,5.23313953943787,19.0936175277919,275.31,7500,7.5,556.845412169678
phev,minvan,35.594353776857,8.3,807.501206600941,45.6238922636396,315,5.81170418235732,17.3,275.31,7500,7.5,822.222781696417
phev,suv,32.244,5.68593517693796,688.776121894996,39.9262688242063,487,5.4,26.8,275.31,7500,7.5,27996.4323975383
phev,truck,35.1887511032604,7.91278784848281,285.420928422951,34.1821264220144,487,6.7,26.8,275.31,7500,7.5,1029.90317513613
