fueltype,bodytype,price,accel,range,mpge,refueltime_mins,cpmile,bev_energy,annmain,tax_credit,rebate,total_sales
cng,car,48.0635047299922,7,361,30.7428877068559,5,4.61711229314408,0,437,0,0,238.292855270491
cng,suv,52.2861151406266,10.0814756482998,345.70951670446,29.3568295146792,5,4.82198773442344,0,437,0,0,150.394755120432
cng,truck,39.0245384532308,9.6,400,34.0047180096412,5,4.2,0,437,0,0,196.035275944869
conv,car,18.957,7.6,596,34.45,5,11.9013062409289,0,437,0,0,182071.378759275
conv,minvan,30.0625054521071,7.4,526,25.1776685135775,5,16.2843046631196,0,437,0,0,9574.89851920739
conv,suv,32.0152970070278,7.5,528,27.2172683820878,5,15.0639784041921,0,437,0,0,100414.701563978
conv,truck,31.747,7.3,555,22.3167078599827,5,18.3719243587265,0,437,0,0,14631.8706950161
conv,van,23.1262498973563,8.74305960947106,504,31.8086987964637,5,12.889558839718,0,437,0,0,3220.09580054297
ev,car,43.2758917417018,5.7,318,133.018082736787,631.249318983792,3.60696371348683,80.8238703687398,196.65,7500,0,14912.1200321529
ev,minvan,46.9733226854661,6.39563143102997,260.441871914521,91.321649483228,755.488505669417,5.33565955080675,96.6492419167015,196.65,7500,0,1081.96648275402
ev,suv,45.6727372072821,4.2,329,133.297,666,3.6,85.2,196.65,7500,0,242531.232759491
ev,truck,47.2564986215566,5.8,276,108.277602880304,847,4.51843426899439,108.4,196.65,7500,0,2251.12724773736
ev,van,40.1826064798502,5.8,318,115.481,725,4.2,92.8,196.65,7500,0,494.965151292364
fuelcell,car,21.9762824607663,8,442,74.7761708210222,5,5.33857595321106,1.8,196.65,0,6,5479.40335870229
fuelcell,minvan,34.6144618889376,10.1245701037768,459.491402075536,63.7509895289541,5,6.31582888579785,1.9,196.65,0,6,1617.14477830955
fuelcell,suv,31.8472828494498,8.1,468.838740521787,62.319918275753,5,6.40118368155121,1.8,196.65,0,6,9937.54760940385
fuelcell,truck,40.7509787099514,8.30402492821573,468.013847485466,48.1595871124152,5,8.48806310048896,1.8,196.65,0,6,736.846287026977
hybrid,car,30.5928712159486,8.41028593320806,778,53.531968677111,5,7.65897871210238,1.56650018229851,437,0,1.5,9136.80632022612
hybrid,suv,44.3021729397395,8.1,779,47.6041836556876,5,8.61270976735997,1.5,437,0,1.5,2526.99440465568
hybrid,truck,33.2659566465225,7.51334160170952,692.658026551131,45.583562399485,5,8.99594986958843,1.20046005523136,437,0,1.5,856.120110231877
phev,car,36.3507947791501,6.62851293396495,846,44.8950689740138,431.641203349313,4.8,23.7423920454563,275.31,7500,7.5,1346.38705922649
phev,minvan,36.1680443173203,8.3,799,44.1590573469471,315,6,17.3,275.31,7500,7.5,1815.3120670645
phev,suv,32.387,5.7,691.012579054021,39.246096170034,487,5.4,26.8,275.31,7500,7.5,62168.3585325139
phev,truck,35.2101158424204,8,263,31.8018705921847,487,6.7,26.8,275.31,7500,7.5,2279.1372251238
