year,fueltype,bodytype,price,accel,range,mpge,refueltime_mins,cpmile,bev_energy,annmain,tax_credit,rebate,sales
2015,conv,car,66.825,6.5,531,21.52,5,14.9674721189591,0,437,0,0,122.737338598755
2015,conv,car,87.325,5.8,545,18.36,5,17.5435729847495,0,437,0,0,92.0270624250541
2015,conv,car,78.325,6.7,609,20.53,5,15.6892352654652,0,437,0,0,80.2967449846529
2015,conv,car,115.825,5.4,490,16.5,5,19.5212121212121,0,437,0,0,82.9680373177494
2015,conv,car,138.825,5.6,486,16.39,5,19.6522269676632,0,437,0,0,59.2789059917728
2015,conv,car,86.025,8.5,806,29.3,5,10.9931740614334,0,437,0,0,52.1989561524383
2015,conv,car,82.325,6.9,575,19.37,5,16.6288074341766,0,437,0,0,77.2390427283313
2015,conv,car,43.325,7.8,466,23.23,5,13.8656909169178,0,437,0,0,227.572367840247
2015,conv,car,36.725,8,510,24.19,5,13.3154195948739,0,437,0,0,231.226297909411
2015,conv,suv,47.925,7.9,670,29.26,5,11.0082023239918,0,437,0,0,273.931305103285
2015,conv,suv,39.825,8.1,572,23.16,5,13.9075993091537,0,437,0,0,489.590061177492
2015,conv,suv,45.825,7.3,508,20.58,5,15.6511175898931,0,437,0,0,279.28451591961
2015,conv,suv,53.825,8.9,844,27.66,5,11.644974692697,0,437,0,0,180.688509277932
2015,conv,suv,48.625,7.9,635,19.29,5,16.6977708657335,0,437,0,0,300.913667128986
2015,conv,car,117.15,5.5,557,18.78,5,17.1512247071353,0,437,0,0,14.4638543186155
2015,conv,car,155.15,5.5,422,17.1,5,18.8362573099415,0,437,0,0,7.87533716409919
2015,conv,car,130.65,5.5,491,18.65,5,17.2707774798928,0,437,0,0,11.6403534375649
2015,conv,car,167.35,5.5,455,17.31,5,18.6077411900636,0,437,0,0,7.48996897640161
2015,conv,car,71.825,5.5,354,17.65,5,18.2492917847026,0,437,0,0,58.9328634625771
2015,conv,car,107.425,5.4,396,16.03,5,20.093574547723,0,437,0,0,70.1692422853729
2015,conv,car,33.795,7.2,451,24.97,5,12.8994793752503,0,437,0,0,276.025961412772
2015,conv,car,49.325,6.7,421,20.97,5,15.3600381497377,0,437,0,0,133.000533799673
2015,conv,car,61.825,6.8,412,20.51,5,15.7045343734764,0,437,0,0,68.6700143066061
2015,conv,car,76.425,5.4,507,20.52,5,15.6968810916179,0,437,0,0,134.295993588539
2015,conv,car,83.425,5.8,461,18.66,5,17.2615219721329,0,437,0,0,96.5428351782873
2015,conv,car,87.325,5.9,490,18.12,5,17.7759381898455,0,437,0,0,82.5718214371478
2015,conv,suv,53.625,6.3,460,18.63,5,17.2893183038111,0,437,0,0,234.998008915253
2015,conv,car,41.245,7.4,498,25.28,5,12.7412974683544,0,437,0,0,116.592577543234
2015,conv,car,44.245,7.4,498,25.25,5,12.7564356435644,0,437,0,0,164.772742066831
2015,conv,car,190.625,6,494,16.5,5,19.5212121212121,0,437,0,0,16.3811711634557
2015,conv,car,226.325,5.4,471,15.75,5,20.4507936507936,0,437,0,0,14.7950168526618
2015,conv,car,209.025,6,495,16.53,5,19.4857834240774,0,437,0,0,12.029862291232
2015,conv,car,226.325,5.4,472,15.77,5,20.424857324033,0,437,0,0,12.0152458064663
2015,conv,car,337,5.4,498,16.63,5,19.368610944077,0,437,0,0,6.28462271030688
2015,conv,car,197.825,5.9,494,16.5,5,19.5212121212121,0,437,0,0,24.0688114916512
2015,conv,car,218.525,5.3,458,15.29,5,21.0660562459124,0,437,0,0,24.9668587189799
2015,conv,car,306.425,6.6,482,15.21,5,21.1768573307035,0,437,0,0,5.48561379644973
2015,conv,car,33.05,7,412,24.1,5,13.3651452282158,0,437,0,0,317.106780753889
2015,conv,car,34.905,6.7,445,26.07,5,12.355197545071,0,437,0,0,341.34684822723
2015,conv,car,33.7,8.1,550,27.9,5,11.5448028673835,0,437,0,0,405.642970481713
2015,conv,car,35.7,8.3,524,26.61,5,12.1044720030064,0,437,0,0,316.429911929539
2015,conv,car,39.85,8.4,634,36.56,5,8.81017505470459,0,437,0,0,310.760994775247
