model_year,bodytype,fueltype,new_price,accel,range,mpge,refueltime_mins,cpmile,bev_energy,annmain,price
2015,car,conv,29.215,6.8,478,24.26,5,12.9101401483924,0,437,12.8807020684182
2015,suv,conv,33.825,7.2,511,21.33,5,14.6835443037975,0,437,14.9132208613467
2015,truck,conv,31.56,7.7,612,18.87,5,16.5977742448331,0,437,13.914597202782
2015,van,conv,22.95,10.3,480,26.55,5,11.7966101694915,0,437,10.1185046198938
2015,car,ev,75,5,255,122.764,547,5,70,196.65,23.8149123979395
2015,car,hybrid,32.825,8.9,805,36.67,5,8.54104172347968,0.5,437,13.7796788857053
2015,suv,hybrid,46.395,7.7,953,36.66,5,8.54337152209493,1.4,437,19.4762590069245
2015,truck,hybrid,30.83,10.5,667,42.18,5,7.425320056899,1.3,437,12.9421934515246
2015,car,phev,35.155,7.7,624,40.31,311,4.9,17.1,275.31,13.9860240401784
2015,suv,phev,77.395,6.5,1114,31.71,196,7.3,10.8,275.31,30.7907361851687
2016,car,conv,28.555,7.1,538,24.66,5,12.7007299270073,0,437,14.1935878163188
2016,suv,conv,33.825,7.2,511,21.33,5,14.6835443037975,0,437,16.8131013092973
2016,truck,conv,32.82,7.2,555,17.12,5,18.2943925233645,0,437,16.3135546185111
2016,van,conv,22.95,10.3,480,26.55,5,11.7966101694915,0,437,11.407558759745
2016,car,ev,68.77,5,255,122.764,547,4.8,70,196.65,27.0256027327772
2016,suv,ev,95.5,4.9,272,101.849,703,5.8,90,196.65,37.5301012211753
2016,car,hybrid,32.825,8.9,805,36.67,5,8.54104172347968,0.5,437,15.6765402567751
2016,suv,hybrid,46.395,7.7,953,36.67,5,8.54104172347968,1.4,437,22.1572912479232
2016,truck,hybrid,30.83,10.5,667,42.19,5,7.42356008532828,1.3,437,14.723769569425
2016,car,phev,34.795,7.7,624,40.35,311,4.6,17.1,275.31,16.5980840067985
2016,suv,phev,77.369,6.5,1114,31.74,196,6.6,10.8,275.31,36.9069452944961
2017,car,conv,28.555,7.1,538,24.66,5,12.7007299270073,0,437,16.0017900973155
2017,suv,conv,33.825,7.2,511,21.33,5,14.6835443037975,0,437,18.9550183870319
2017,truck,conv,32.82,7.2,555,17.12,5,18.2943925233645,0,437,18.3918315879494
2017,van,conv,22.95,10.3,480,26.55,5,11.7966101694915,0,437,12.8608328745716
2017,car,ev,58.52,5.8,255,122.764,547,4.6,70,196.65,28.4622560191693
2017,suv,ev,88.75,4.9,272,101.849,703,5.7,90,196.65,43.16516099968
2017,car,hybrid,32.825,8.9,805,36.68,5,8.53871319520175,0.5,437,17.83451678814
2017,suv,hybrid,46.395,7.7,953,36.68,5,8.53871319520175,1.4,437,25.207384809924
2017,truck,hybrid,30.83,10.5,667,42.2,5,7.4218009478673,1.3,437,16.750591091496
2017,car,phev,34.491,7.7,624,40.39,311,4.6,17.1,275.31,19.7278997774387
2017,suv,phev,35.556,6.8,859,34.51,315,5.9,17.3,275.31,20.3370503750721
2018,car,conv,28.555,7.1,538,24.66,5,12.7007299270073,0,437,18.040349602385
2018,suv,conv,33.825,7.2,511,21.33,5,14.6835443037975,0,437,21.369806524275
2018,truck,conv,32.82,7.2,555,17.12,5,18.2943925233645,0,437,20.73487213974
