fueltype,bodytype,price,accel,range,mpge,refueltime_mins,cpmile,bev_energy,annmain,tax_credit,rebate,total_sales
cng,car,65.6879124939333,8.65996546436046,377.796265530756,30.9746395550861,5,4.80938312625659,0,437,0,0,197.95681899246
cng,suv,39.3255115407661,9.09655098138156,380.825177798357,31.2221965906811,5,4.82487605148024,0,437,0,0,556.904985615769
conv,car,18.957,7.6,684,33.01,5,12.4204786428355,0,437,0,0,18371.2711087026
conv,suv,34.1357095393074,7.34141587132603,616.760921967204,24.4604939667042,5,16.7618212925242,0,437,0,0,8157.2930149807
conv,truck,30.6069515407415,8.19374264882647,535.90672782628,22.068689720377,5,18.6038230260721,0,437,0,0,1339.81975709141
ev,car,27.7957661848798,4.2,330.595650233941,155.756,559.990139615665,3.2,71.632018615422,196.65,7500,0,230557.669646329
ev,minvan,35.5928770658536,5.8,276,85.32,923,5.8,118.1,196.65,7500,0,5908.56925728902
ev,suv,38.5107258820509,4.39217771785141,374,128.650463577,821,3.8,105.1,196.65,7500,0,298264.69887081
ev,truck,36.1011691588112,5.72213454344578,267.834717107666,75.2795555072543,937,6.58351671394019,119.9,196.65,7500,0,4801.00112712733
fuelcell,car,22.4644787460278,8.4,442,72.9830044505255,5,6.23777963279741,1.8,196.65,0,6,7819.35763265855
fuelcell,minvan,35.2382633394836,10.4604532182077,464.209064364154,60.502167386202,5,7.62789656593172,1.9,196.65,0,6,1082.79275554388
fuelcell,suv,31.1157050382994,8.38523072319158,471.82268006452,63.2987876122488,5,7.28879073225832,1.8,196.65,0,6,15419.7578502617
fuelcell,truck,44.6833724673087,8.1,473,42.6364685621917,5,10.6378714458906,1.8,196.65,0,6,554.035659913273
hybrid,car,52.3120103195456,6.64608869749773,667.544936894689,44.4322803626165,5,9.22772938273561,1.8,437,0,1.5,512.77863413679
hybrid,suv,31.1361650501277,8.00058773222523,735.935349455224,43.0324325079129,5,9.72554009463576,1.83294151184985,437,0,1.5,1681.68863806135
phev,car,30.373166142868,7.3,823.064259994557,49.6376302376388,315,4.86603452246681,17.3,275.31,7500,7.5,2258.38445698437
phev,minvan,29.3372674903946,8.4,753.761229539081,42.6226430973174,315,5.92374558602014,17.3,275.31,7500,7.5,2433.0742570183
phev,suv,27.239,5.99793349792775,756.786051971684,38.7581418572294,469.726043334941,5.4,25.8459151841973,275.31,7500,7.5,65503.7999137849
phev,truck,31.454,7.6,829,38.69,315,6.7,17.3,275.31,7500,7.5,592.097836445828
